mean:0.682430,,,,,,,,,,,,,,,,,,,,
1.1365, [[0.9752089745789994, 0.9545019342169864], [0.9783986993481508, 0.7281785168306572], [0.9622481941878898, 0.0], [0.9578471815317188, 0.6322405240807872], [0.9037026129819434, 9.351815181639159e-05], [0.8928010219987672, 0.6124926338684616], [0.952840524932038, 0.0], [0.8177011730035532, 0.0008550231023111238], [0.9501756915805948, 0.0], [0.9455324213470198, 0.0]]
0.8361, [[0.977348916512734, 0.676100082858622], [0.9577260527430167, 0.6366723190056962], [0.9684257624116897, 0.0], [0.9127872721345902, 0.5492673112195136], [0.9059233074414792, 0.6190312936302431], [0.9457343026615229, 0.0], [0.9007955220530964, 0.60112108751942], [0.944200004671298, 0.0], [0.9393548531232198, 0.0], [0.9041871281367515, 0.0]]
0.9233, [[0.9790043432916606, 0.7414380383221124], [0.9863124468766788, 0.7499308805970144], [0.8532726606190283, 0.0], [0.9385877041281074, 0.0], [0.856664266702683, 0.0], [0.85214212525781, 0.0], [0.7976341703419288, 0.0], [0.8388987110263959, 0.0], [0.8420884357955476, 0.0], [0.8315098549155767, 0.0]]
0.1056, [[0.9561110022269906, 0.0], [0.9414947950569544, 0.0], [0.8880366229764904, 0.0], [0.8739453072241624, 0.0], [0.8658700546440319, 0.0], [0.8697057996195939, 0.0], [0.8120888724603625, 0.0], [0.7622241877780566, 0.0], [0.7436107305808555, 0.0], [0.6927389752863258, 0.0]]
0.7135, [[0.886663830037868, 0.6221291393060587], [0.8880366229764904, 0.6025424277576387], [0.8165706376423352, 0.0], [0.864335756653807, 0.0], [0.7984416955999419, 0.0], [0.8636089839215956, 0.0], [0.8468124585549239, 0.0], [0.8458030519824076, 0.0], [0.8350225897879334, 0.0], [0.7932331576857579, 0.0]]
0.0827, [[0.7274602254205944, 0.0], [0.6300480899255215, 0.0], [0.6271777601168563, 0.0], [0.618338585475946, 0.0], [0.6256525221013731, 0.0], [0.6097516155462572, 0.0], [0.6180383417721107, 0.0], [0.6255204148716856, 0.0], [0.6251721321752367, 0.0], [0.6142432613556329, 0.0]]
0.9499, [[0.9867565857685863, 0.7666484830633282], [0.9825170781640177, 0.7231922837907816], [0.9781160655078462, 0.7740957486499749], [0.9799733736012765, 0.6444426970481615], [0.969556297772908, 0.6989379865354737], [0.9767432725692242, 0.6458862972553077], [0.9781160655078462, 0.6194150719834278], [0.9607946487234664, 0.6128079834282757], [0.9619251840846849, 0.0], [0.9007955220530964, 0.60112108751942]]
1.0377, [[0.9901078155893401, 0.8518853804614622], [0.9760972523628137, 0.7865097889052515], [0.9655186714828428, 0.719999214914552], [0.9663665730037566, 0.7028755277058514], [0.9793273533948659, 0.6554984816157433], [0.9742803205322843, 0.6481943262558256], [0.9013607897337058, 0.6130610875194197], [0.9861509418250765, 0.557955998048782], [0.9515484845192168, 0.0], [0.9054791685495723, 0.544332509268294]]
1.0475, [[0.9844551387832488, 0.6456678197824959], [0.9943069469310082, 0.0], [0.97956961097227, 0.865610918016692], [0.9854241690928646, 0.49083696585365844], [0.9786813331884556, 0.8328512911143846], [0.968991030092299, 0.6909268710512684], [0.972705646279159, 0.6758531620921799], [0.9614810451927776, 0.6384065354738478], [0.9581298153720232, 0.6211480517866392], [0.8355878574685424, 0.6301398425686174]]
0.0781, [[0.6811976073108981, 0.0], [0.6290152515843281, 0.0], [0.6221216561442704, 0.0], [0.6243074303081911, 0.0], [0.6257005610939868, 0.0], [0.6172456983939856, 0.0], [0.6244515472860321, 0.0], [0.6141471833704056, 0.0], [0.6229623385150092, 0.0], [0.6142792906000931, 0.0]]
0.8646, [[0.9596641133622481, 0.6952415950284824], [0.9904308256925454, 0.6117687726566541], [0.8997053629547789, 0.6286970668047642], [0.8345380746331257, 0.6631175743138271], [0.9633787295491081, 0.0], [0.9884523888104135, 0.0], [0.9519118708853229, 0.5078851141463435], [0.9530424062465412, 0.47965940682926805], [0.8414827918520378, 0.6570105106162609], [0.9555457345463816, 0.4630764682926851]]
0.697, [[0.9850607827267586, 0.0], [0.8553318500269618, 0.616001876747799], [0.8893286633893113, 0.0], [0.9030969690384336, 0.0], [0.8716438602388252, 0.0], [0.8494369156434664, 0.0], [0.8676869864745612, 0.0], [0.7799897434543437, 0.0], [0.7734084126015373, 0.0], [0.8585215747961132, 0.0]]
0.5483, [[0.9581701916349241, 0.0558169768976865], [0.8177819255293548, 0.47359199804878244], [0.8942949437260916, 0.0], [0.8097470492121247, 0.0], [0.8809707769688762, 0.0], [0.8840797492122263, 0.0], [0.763193218087672, 0.0], [0.8772157845191154, 0.0], [0.8663141935359392, 0.0], [0.7895185414988979, 0.0]]
0.4684, [[0.8995438579031765, 0.36863519471948203], [0.8829088375881072, 0.0], [0.8816167971752864, 0.0], [0.8780233097771285, 0.0], [0.8540398096141406, 0.0], [0.7989262107547497, 0.0], [0.6898446259813538, 0.0], [0.7836236071154025, 0.0], [0.7035171015205077, 0.0], [0.7616589200974475, 0.0]]
0.0996, [[0.8957484891905149, 0.0], [0.8036502335141263, 0.0], [0.7868940844103555, 0.0], [0.7837043596412037, 0.0], [0.732628387071878, 0.0], [0.6993683562670086, 0.0], [0.7317401092880638, 0.0], [0.7188600814227557, 0.0], [0.7263296900593764, 0.0], [0.7141764349262799, 0.0]]
0.1092, [[0.8246862664853661, 0.0], [0.9921266287343727, 0.0], [0.8877539891361856, 0.0], [0.9005936407385932, 0.0], [0.8876328603474839, 0.0], [0.8774176658336187, 0.0], [0.8765697643127048, 0.0], [0.8745509511676722, 0.0], [0.8662738172730384, 0.0], [0.8623169435087743, 0.0]]
0.6948, [[0.9048331483431618, 0.5914553143448988], [0.8469335873436259, 0.0], [0.8946583300921973, 0.0], [0.866233441010138, 0.0], [0.8481448752306455, 0.0], [0.7781728116238144, 0.0], [0.7780920590980132, 0.0], [0.7709050843016969, 0.0], [0.7680787458986512, 0.0], [0.7753060969578679, 0.0]]
0.8323, [[0.972705646279159, 0.6758531620921799], [0.9031777215642351, 0.66878232418436], [0.9097590524170412, 0.6511561387881921], [0.9721000023356492, 0.6070768658726047], [0.9063270700704859, 0.6127770668047643], [0.9620866891362874, 0.5651291746341478], [0.9108492115153592, 0.5917393350595543], [0.891468605323046, 0.5919289570170894], [0.9073364766430021, 0.5011431512195127], [0.897726926072647, 0.0]]
0.8505, [[0.9919651236827702, 0.6789114344899015], [0.9028547114610299, 0.6221584070429826], [0.9555457345463816, 0.4630764682926851], [0.968506514937491, 0.0], [0.9009166508417985, 0.5714792878048787], [0.9618848078217841, 0.0], [0.9608754012492677, 0.25489040264027024], [0.955141971917375, 0.0], [0.9483991360129662, 0.0], [0.8843623830525309, 0.0]]
0.9418, [[0.9867565857685863, 0.7666484830633282], [0.9821940680608123, 0.6342319668565508], [0.9029758402497319, 0.5517365014634147], [0.9509832168386079, 0.0], [0.9026124538836259, 0.0], [0.8902573174360263, 0.0], [0.8837163628461203, 0.0], [0.8763275067353011, 0.0], [0.8668794612165482, 0.0], [0.8637301127102972, 0.0]]
0.0976, [[0.8760044966320959, 0.0], [0.6752407722268062, 0.0], [0.6603606942647303, 0.0], [0.6673623774381688, 0.0], [0.6553886585292182, 0.0], [0.6582349688415766, 0.0], [0.6621021077469749, 0.0], [0.3669730166028902, 0.0], [0.6351762523870279, 0.0], [0.1781064061146314, 0.0]]
0.8702, [[0.9553842294947787, 0.7243267177628172], [0.9557072395979841, 0.6182546680476433], [0.9395163581748226, 0.5945824277576384], [0.9435539844648879, 0.0], [0.9454516688212184, 0.0], [0.8921953780552574, 0.5319919258536593], [0.940243130907034, 0.0], [0.8812130345462799, 0.0], [0.872007246604931, 0.521288522926831], [0.8858966810427558, 0.0]]
