mean:0.682430,,,,,,,,,,,,,,,,,,,,
1.1365, [[0.9752089745789994, 0.9545019342169864], [0.9783986993481508, 0.7281785168306572], [0.9622481941878898, 0.0], [0.9578471815317188, 0.6322405240807872], [0.9037026129819434, 9.351815181639159e-05], [0.8928010219987672, 0.6124926338684616], [0.952840524932038, 0.0], [0.8177011730035532, 0.0008550231023111238], [0.9501756915805948, 0.0], [0.9455324213470198, 0.0]]
1.0411, [[0.9901078155893401, 0.8518853804614622], [0.9940243130907037, 0.788164221894943], [0.9699196841390137, 0.7272955380631796], [0.980942403910892, 0.6987817545313305], [0.9844551387832488, 0.6456678197824959], [0.9531231587723424, 0.7140454976696012], [0.9609157775121685, 0.6775342019678919], [0.9534057926126469, 0.6840831672708443], [0.9640651260184192, 0.61325524391507], [0.9790850958174622, 0.5831864702439009]]
0.8183, [[0.9987483358500799, 0.4695232019512217], [0.9831227221075275, 0.6472919730709475], [0.8886018906570994, 0.47037668292683155], [0.9619251840846849, 0.0], [0.8498406782724728, 0.05175561716171459], [0.9249809035305876, 0.0], [0.9016030473111095, 0.0], [0.8959099942421177, 0.0], [0.8883596330796953, 0.0], [0.8881577517651921, 0.0]]
0.5302, [[0.8324385089622914, 0.45692138536585375], [0.9413332900053519, 0.0], [0.9297453025528644, 0.0], [0.9115356079846701, 0.0], [0.8246862664853661, 0.0], [0.8532726606190283, 0.0], [0.792627513742248, 0.0], [0.8640934990764033, 0.0], [0.8515364813143002, 0.0], [0.8766101405756057, 0.0]]
0.8743, [[0.9928937777294853, 0.5206032331707315], [0.9767028963063235, 0.7026739513205589], [0.9571204087995069, 0.5662295746341475], [0.9546170804996665, 0.0], [0.9237292393806672, 0.0], [0.9015626710482091, 0.5480345053658527], [0.8983325700161569, 0.5799747336585359], [0.8826262037478028, 0.0], [0.865991183432734, 0.0], [0.8550895924495577, 0.0]]
0.8505, [[0.9919651236827702, 0.6789114344899015], [0.9072961003801017, 0.5988468606939411], [0.8955466078760116, 0.6127770668047643], [0.9786813331884556, 0.0], [0.8959503705050181, 0.5171839414634148], [0.8990189664854679, 0.4184664312195121], [0.8947390826179986, 0.5774447082926815], [0.9127872721345902, 0.0], [0.9062866938075853, 0.0], [0.8977673023355475, 0.0]]
0.0975, [[0.8753181001627848, 0.0], [0.8246862664853661, 0.0], [0.8267050796303987, 0.0], [0.7989665870176504, 0.0], [0.7709454605645977, 0.0], [0.7522512508415954, 0.0], [0.7851579051056273, 0.0], [0.795413475882393, 0.0], [0.7405017583375053, 0.0], [0.8081723749589994, 0.0]]
1.1384, [[0.9933379166213923, 0.9412606774668639], [0.9821536917979116, 0.8361624742268047], [0.9840513761542422, 0.5051028019512189], [0.9844955150461495, 0.4523319121951242], [0.9776315503530386, 0.7721470397643581], [0.981063532699594, 0.0], [0.9714539821292386, 0.7058295080269285], [0.9729479038565627, 0.45785538341463444], [0.963419105812009, 0.0], [0.9045101382399564, 0.18436435643564922]]
0.7861, [[0.904348633188354, 0.516992489756098], [0.9844551387832488, 0.5917562361470743], [0.8355878574685424, 0.6301398425686174], [0.8841605017380276, 0.0], [0.84842750907095, 0.0], [0.8808092719172733, 0.0], [0.8326000140138943, 0.0], [0.7631528418247716, 0.0], [0.7816855464961711, 0.0], [0.7819278040735751, 0.0]]
0.9318, [[0.9811442852253953, 0.7618766865671645], [0.9586547067897317, 0.7375194593474879], [0.968991030092299, 0.6909268710512684], [0.9610369063008701, 0.6630862454686692], [0.9554649820205804, 0.0], [0.9551015956544743, 0.0], [0.898049936175852, 0.6426276851372346], [0.8997053629547789, 0.6286970668047642], [0.9507813355241046, 0.0], [0.9468244617598405, 0.0]]
0.9107, [[0.9938224317762004, 0.7325954717762817], [0.9938224317762004, 0.7325954717762817], [0.9827593357414214, 0.6865193972035216], [0.9919651236827702, 0.6789114344899015], [0.9723422599130529, 0.7018210647332989], [0.9771470351982308, 0.6073143055411704], [0.9729479038565627, 0.6595827736923873], [0.9877659923411025, 0.6009978332470222], [0.9593814795219436, 0.677026757120663], [0.9607542724605657, 0.669003274987053]]
0.3654, [[0.908991903421929, 0.24886516171617787], [0.9542940703964613, 0.19533269966997555], [0.9265959540466138, 0.0], [0.8867445825636693, 0.0], [0.8221829381855258, 0.0], [0.7530587760996085, 0.0], [0.8563816328623786, 0.0], [0.8353859761540391, 0.0], [0.8332056579574041, 0.0], [0.7960191198259028, 0.0]]
0.7927, [[0.9635402346007109, 0.6448726442257893], [0.8329634003799999, 0.645407295701709], [0.9584932017381294, 0.0], [0.953526921401349, 0.0], [0.9367303960346773, 0.0], [0.9305528278108774, 0.0], [0.8863004436717623, 0.0], [0.8843623830525309, 0.0], [0.8747528324821755, 0.0], [0.8531919080932271, 0.0]]
1.1204, [[0.9684257624116897, 0.9470535100638191], [0.9708483381857289, 0.5893529839461416], [0.9638228684410154, 0.6955866245468669], [0.9009166508417985, 0.5714792878048787], [0.9022086912546192, 0.11986355115512054], [0.8795979840302538, 0.0], [0.8833933527429154, 0.0], [0.9026528301465266, 0.0], [0.865991183432734, 0.0], [0.8825454512220015, 0.0]]
0.8276, [[0.984657020097752, 0.6253321015018125], [0.9610369063008701, 0.6630862454686692], [0.9861509418250765, 0.3715208976897791], [0.9643881361216244, 0.6598964743656138], [0.9684257624116897, 0.0], [0.908991903421929, 0.6082282009321596], [0.8769735269417114, 0.6178416219575347], [0.96349985833781, 0.5706114926829253], [0.9643881361216244, 0.0], [0.9575241714285134, 0.5597130595121944]]
0.746, [[0.9575241714285134, 0.5597130595121944], [0.9536884264529515, 0.5985875732780944], [0.8911455952198406, 0.605985302951838], [0.9566762699075999, 0.0], [0.89667714323723, 0.4151920702439024], [0.8980903124387528, 0.0], [0.8934066659422769, 0.0], [0.8918319916891516, 0.0], [0.8886826431829007, 0.0], [0.8833126002171138, 0.0]]
0.8593, [[0.968506514937491, 0.7041958736406007], [0.9586143305268311, 0.6059201719316416], [0.9512658506789122, 0.6560298353184879], [0.8247266427482669, 0.6281549953392023], [0.898857461433865, 0.5307591200000017], [0.9079421205865119, 0.44438040390243916], [0.8177819255293548, 0.47359199804878244], [0.9039448705593474, 0.0], [0.9004725119498912, 0.16594128052805737], [0.9014819185224074, 0.0]]
0.7602, [[0.8793961027157505, 0.0], [0.8932855371535753, 0.0], [0.8575525444864976, 0.0], [0.905721426126976, 0.0], [0.9449267774035099, 0.627560159502848], [0.8783463198803338, 0.0], [0.7895185414988979, 0.0], [0.7842292510589123, 0.0], [0.7361411219442348, 0.0], [0.7484155058660334, 0.0]]
0.1469, [[0.8263013170013923, 0.0], [0.8850487795218419, 0.0], [0.9053984160237711, 0.046157887788765894], [0.8317924887558812, 0.0], [0.7427224527970412, 0.0], [0.6854970971498191, 0.0], [0.6962698412434286, 0.0], [0.6735594074853287, 0.0], [0.6710974091138795, 0.0], [0.6631949948289352, 0.0]]
0.7495, [[0.826906960944902, 0.646323252200932], [0.9006743932643944, 0.5968566545831178], [0.963419105812009, 0.0], [0.8884807618683974, 0.5291595141463421], [0.9613599164040755, 0.0], [0.8934066659422769, 0.0], [0.8883596330796953, 0.0], [0.8849276507331398, 0.0], [0.8841201254751269, 0.0], [0.8712400976098188, 0.0]]
0.7746, [[0.9578471815317188, 0.6322405240807872], [0.9468244617598405, 0.5882403977213876], [0.9013607897337058, 0.0], [0.8906610800650329, 0.1346126996699696], [0.8262609407384919, 0.4404851668292691], [0.9221949413904423, 0.0], [0.8982114412274549, 0.0], [0.9140793125474114, 0.0], [0.900512888212792, 0.0], [0.8819801835413925, 0.0]]
1.1521, [[0.9867565857685863, 0.7666484830633282], [0.9586143305268311, 0.9652592243495345], [0.9698389316132126, 0.755239783582089], [0.9682642573600873, 0.707338651475919], [0.9643881361216244, 0.6598964743656138], [0.8227482058661347, 0.5807119121951225], [0.8993016003257723, 0.0], [0.8962733806082235, 0.40694891121951215], [0.8940123098857867, 0.0], [0.8791942214012473, 0.0]]
0.6902, [[0.938991466757114, 0.5642524331707314], [0.9091534084735315, 0.0], [0.8778214284626252, 0.0], [0.9005532644756927, 0.0], [0.8403926327537203, 0.0], [0.8622361909829731, 0.0], [0.8461664383485132, 0.0], [0.796099872351704, 0.0], [0.8288450215641334, 0.0], [0.8427344560019578, 0.0]]
0.0977, [[0.8771754082562147, 0.0], [0.756934897338071, 0.0], [0.6895804115219788, 0.0], [0.7385636977182739, 0.0], [0.728106245627005, 0.0], [0.7045668843559245, 0.0], [0.7289137708850181, 0.0], [0.6924627510787974, 0.0], [0.6914419224857574, 0.0], [0.673391271011181, 0.0]]
1.0443, [[0.9988290883758812, 0.6613021501812529], [0.9901078155893401, 0.8518853804614622], [0.9662050679521538, 0.7361286235111341], [0.9844551387832488, 0.5917562361470743], [0.8865830775120668, 0.6209749186949768], [0.8932451608906744, 0.5233551278048778], [0.9079421205865119, 0.44438040390243916], [0.8872694739813778, 0.4872816897560979], [0.9036218604561421, 0.0], [0.9022490675175201, 0.0]]
0.0824, [[0.7241897481256419, 0.0], [0.6652846910076288, 0.0], [0.6211368567956906, 0.0], [0.6326542052748116, 0.0], [0.6285108421618849, 0.0], [0.6184346634611733, 0.0], [0.6023776301800631, 0.0], [0.5948835473323347, 0.0], [0.5941869819394369, 0.0], [0.31786394431627774, 0.0]]
0.0798, [[0.6975308647995367, 0.0], [0.6250280151973958, 0.0], [0.626000804797822, 0.0], [0.6201280379508042, 0.0], [0.6232625822188445, 0.0], [0.6250880639381629, 0.0], [0.6150479144819114, 0.0], [0.621232934780918, 0.0], [0.6174138348681333, 0.0], [0.6130542962884452, 0.0]]
0.7355, [[0.9099205574686441, 0.6039637679958567], [0.9552631007060771, 0.44146389658536833], [0.8270280897336041, 0.0], [0.7110674626829296, 0.0], [0.7342434375879042, 0.0], [0.6866019939799329, 0.0], [0.6948046519687124, 0.0], [0.6559050776998149, 0.0], [0.636845607380352, 0.0], [0.6300600996736749, 0.0]]
0.0932, [[0.8322770039106889, 0.0], [0.8022370643126036, 0.0], [0.7862480642039449, 0.0], [0.7392097179246845, 0.0], [0.7369486472022478, 0.0], [0.7513629730577811, 0.0], [0.7332744072782886, 0.0], [0.7414707886471212, 0.0], [0.718940833948557, 0.0], [0.6750606260045051, 0.0]]
