HV,front
mean:1.023725,
0.8840200019210488,"[[0.9901525580247179, 0.707], [0.9905798230691001, 0.6636917153846157], [0.9958697712376401, 0.644920119230772], [0.9888911088460661, 0.707], [0.9937334460157297, 0.0404599493029188], [0.9920243858382012, 0.2898705956907484], [0.9852288370370768, 0.5491481708333332], [0.9935503324252801, 0.0], [0.9891149143455041, 0.0], [0.9848422639016834, 0.0]]"
0.7618014707917555,"[[0.9909257042955045, 0.5979801769230743], [0.9944659003775274, 0.0], [0.9909663962044932, 0.07212955893536088], [0.9831128577696606, 0.13151146261089952], [0.9834587389960654, 0.04442280735107865], [0.9935503324252801, 0.0], [0.9921668075196619, 0.0], [0.9904577473421337, 0.0], [0.9888707628915716, 0.0], [0.9875889677584253, 0.0]]"
1.085534802385119,"[[0.9930416835629204, 0.707], [0.9812003380471885, 0.8950201004016101], [0.9946693599224712, 0.0], [0.9876296596674142, 0.707], [0.9939775974696622, 0.0], [0.9926754563820215, 0.04799215082383557], [0.9925533806550553, 0.37300747782002824], [0.9915564288848303, 0.40467708745247033], [0.9927975321089879, 0.0], [0.9927975321089879, 0.0]]"
0.8775815767585976,"[[0.9958697712376401, 0.644920119230772], [0.9868565133966276, 0.7012436692307661], [0.9961749605550558, 0.0], [0.9959511550556175, 0.0], [0.9950152411488757, 0.522525845833331], [0.9909257042955045, 0.5979801769230743], [0.9954018142842691, 0.0], [0.9935503324252801, 0.0], [0.9926144185185385, 0.0], [0.9918005803387631, 0.0]]"
1.0094838901197967,"[[0.9952593926028085, 0.17250903041825563], [0.9930416835629204, 0.707], [1.0, 0.0], [0.9791453966432556, 0.8235763453815288], [0.9875075839404479, 0.7689477309236955], [0.9925533806550553, 0.37300747782002824], [0.9946693599224712, 0.0], [0.9887486871646054, 0.517887549999998], [0.9941403651056173, 0.0], [0.9913529693398865, 0.0]]"
1.2053216009566434,"[[0.9969887987348313, 0.2779931064638778], [0.981647949046065, 1.0], [0.9956663116926963, 0.9706646987951768], [0.9888911088460661, 0.707], [0.9952593926028085, 0.0], [0.993326526925842, 0.17506410392902652], [0.9923906130191003, 0.31758288973384496], [0.9894811415264031, 0.07212955893536088], [0.9882807302112345, 0.0]]"
0.8843372496591946,"[[0.9913936612488754, 0.707], [0.9958697712376401, 0.644920119230772], [0.998351977685955, 0.0], [0.9901525580247179, 0.707], [0.9905798230691001, 0.6636917153846157], [0.9907222447505607, 0.6167561538461533], [0.9926754563820215, 0.04799215082383557], [0.9964191120089884, 0.0], [0.9961749605550558, 0.0], [0.9888911088460661, 0.707]]"
0.8844389794316665,"[[0.9958697712376401, 0.644920119230772], [0.9913936612488754, 0.707], [0.9993692754106742, 0.0], [0.9950152411488757, 0.522525845833331], [0.9909257042955045, 0.5979801769230743], [0.9959511550556175, 0.0], [0.9931027214264037, 0.03650263371356343], [0.9948728194674151, 0.02718021799746373], [0.9891962981634819, 0.34925249936628705], [0.9941403651056173, 0.0]]"
1.085527436555105,"[[0.9923906130191003, 0.31758288973384496], [0.9937334460157297, 0.0404599493029188], [0.9971312204162919, 0.0], [0.9913936612488754, 0.707], [0.9899287525252796, 0.768941847389553], [0.9812003380471885, 0.8950201004016101], [0.9933672188348307, 0.0], [0.98793484898483, 0.5433933083333332], [0.9899897903887628, 0.0], [0.9875482758494366, 0.02858246007604821]]"
0.8811122331857419,"[[0.9888911088460661, 0.707], [0.993326526925842, 0.17506410392902652], [0.9925533806550553, 0.37300747782002824], [0.989257336026965, 0.469200050000002], [0.9937334460157297, 0.0404599493029188], [0.9971312204162919, 0.0], [0.9952593926028085, 0.0], [0.9920243858382012, 0.2898705956907484], [0.9918005803387631, 0.15922929911280054], [0.9881586544842681, 0.13151146261089952]]"
