HV,front
mean:0.699479,
0.6003914079060165,"[[0.39640794238297977, 0.932670601506592], [0.4187310321923031, 0.9296366629001882], [0.9468168814291539, 0.0], [0.30202489232020313, 0.9624505058380419], [0.0017349517105406153, 0.936067378907722], [0.6012543709796123, 0.0], [0.0, 0.9246719273069681], [0.5142273962106033, 0.0], [0.0, 0.9181545235404897], [0.0, 0.0]]"
0.6625240540505556,"[[0.19057074841503394, 0.9804309032015072], [0.3493293157368331, 0.9556303596986822], [0.4187310321923031, 0.9296366629001882], [0.5274734454193759, 0.9072750768361586], [0.3156240159971473, 0.9151022369114881], [0.3296644697254929, 0.900342183427496], [0.356842190100248, 0.8961927382297553], [0.3576940597343497, 0.8596875345549749], [0.4337465174295618, 0.0], [0.21139016894144538, 0.940516907344633]]"
1.0730239264613513,"[[0.9317618637675605, 0.9252198418079095], [0.45457113776202884, 0.9402029966101697], [0.3493293157368331, 0.9556303596986822], [0.5274734454193759, 0.9072750768361586], [0.43920669387947564, 0.9241869013182678], [0.4187310321923031, 0.9296366629001882], [0.3788265847538419, 0.9337982071563089], [0.4869627108370752, 0.8953743898305087], [0.13254770173491043, 0.9274142919020717], [0.3652890420143034, 0.8799810109947646]]"
1.0607677076286723,"[[0.8643389420373175, 0.9999946817325802], [0.0, 0.9359080967984937], [0.4176533657877151, 0.8872504621291466], [0.15007984533608942, 0.920876279849341], [0.309537766683618, 0.9087086158192094], [0.0, 0.9215965062146895], [0.38330146620527467, 0.7622016350785341], [0.026885229138445897, 0.8985177517890777], [0.0, 0.9003332753295673]]"
0.5507458243267574,"[[0.4566238356755298, 0.0], [0.3653608864412771, 0.9035780832391721], [0.4534934713574408, 0.772939776788831], [0.3653198324830077, 0.9068026817325799], [0.3198423102093924, 0.9168940941619591], [0.0, 0.9242450033898306], [0.0, 0.9194520478342753], [0.06873278618651804, 0.9167856015065918], [0.40713328898102247, 0.0], [0.3588333070763433, 0.9049059216572505]]"
1.129891024779179,"[[0.9317618637675605, 0.9252198418079095], [0.8643389420373175, 0.9999946817325802], [0.30202489232020313, 0.9624505058380419], [0.4364560786753825, 0.0], [0.3653198324830077, 0.9068026817325799], [0.0, 0.9346347706214693], [0.356842190100248, 0.8961927382297553], [0.016188534381766775, 0.9085977299435034], [0.0, 0.9194520478342753], [0.0, 0.9096378500941619]]"
1.0628881764634608,"[[0.9317618637675605, 0.9252198418079095], [0.3025893842464159, 0.9289708158192094], [0.21139016894144538, 0.940516907344633], [0.5274734454193759, 0.9072750768361586], [0.15007984533608942, 0.920876279849341], [0.4364560786753825, 0.0], [0.0, 0.9056810591337104], [0.0, 0.9031673800376651], [0.0, 0.7968944157068072], [0.0, 0.6545576324417606]]"
0.5325396566543481,"[[0.30202489232020313, 0.9624505058380419], [0.4562748770302352, 0.0], [0.39640794238297977, 0.932670601506592], [0.3016451432062043, 0.9673175182674203], [0.4555256422918086, 0.0], [0.0017349517105406153, 0.936067378907722], [0.3062945039802858, 0.9077607676082867], [0.3576940597343497, 0.8596875345549749], [0.0, 0.9194626843691148], [0.0, 0.8820363759162313]]"
1.0607677076286723,"[[0.8643389420373175, 0.9999946817325802], [0.3828703996434413, 0.9861750308851228], [0.4002978049290635, 0.9041323796610172], [0.33643837284004624, 0.9313896967984933], [0.3882074142185439, 0.8241185591623037], [0.3256514453046009, 0.9132161133709981], [0.350396718651853, 0.0], [0.309537766683618, 0.9087086158192094], [0.11861590905181495, 0.7992303755671911]]"
1.0607677076286723,"[[0.8643389420373175, 0.9999946817325802], [0.3828703996434413, 0.9861750308851228], [0.3882074142185439, 0.8241185591623037], [0.3576940597343497, 0.8596875345549749], [0.30202489232020313, 0.9624505058380419], [0.3016451432062043, 0.9673175182674203], [0.3207865512496011, 0.9077285920903959], [0.35436868911447866, 0.0], [0.3432738568920052, 0.0], [0.33485779544665106, 0.0]]"
1.0607677076286723,"[[0.8643389420373175, 0.9999946817325802], [0.49938491761837106, 0.0], [0.0, 0.9346347706214693], [0.309537766683618, 0.9087086158192094], [0.31377658787499635, 0.9012030779661017], [0.4755189199693071, 0.0], [0.0, 0.9030820218455748], [0.4260796907226373, 0.0], [0.3796579274088104, 0.0]]"
1.0607677076286723,"[[0.8643389420373175, 0.9999946817325802], [0.3882074142185439, 0.8241185591623037], [0.5142273962106033, 0.0], [0.3828703996434413, 0.9861750308851228], [0.4156109313637822, 0.0], [0.30202489232020313, 0.9624505058380419], [0.3016451432062043, 0.9673175182674203], [0.3788265847538419, 0.9337982071563089], [0.3207865512496011, 0.9077285920903959], [0.33485779544665106, 0.0]]"
0.5558817079533567,"[[0.0017349517105406153, 0.936067378907722], [0.4439176355909598, 0.893432782722514], [0.3025893842464159, 0.9289708158192094], [0.3198423102093924, 0.9168940941619591], [0.356842190100248, 0.8961927382297553], [0.3652890420143034, 0.8799810109947646], [0.3156240159971473, 0.9151022369114881], [0.21326861289871887, 0.9235566866290025], [0.016188534381766775, 0.9085977299435034], [0.0, 0.0]]"
0.64106445572649,"[[0.0, 0.9418476708097926], [0.13254770173491043, 0.9274142919020717], [0.30121407664437083, 0.923796673446328], [0.3156240159971473, 0.9151022369114881], [0.5274734454193759, 0.9072750768361586], [0.0, 0.9390868252354051], [0.21326861289871887, 0.9235566866290025], [0.0, 0.9246719273069681], [0.0, 0.9125799156308854]]"
1.0607677076286723,"[[0.8643389420373175, 0.9999946817325802], [0.49938491761837106, 0.0], [0.3828703996434413, 0.9861750308851228], [0.3882074142185439, 0.8241185591623037], [0.4755189199693071, 0.0], [0.32047864656257596, 0.8386017900523567], [0.0, 0.9359080967984937], [0.3796579274088104, 0.0], [0.3105333251716642, 0.8219308698080293], [0.3721450530453985, 0.0]]"
0.4829513940310059,"[[0.30202489232020313, 0.9624505058380419], [0.33643837284004624, 0.9313896967984933], [0.356842190100248, 0.8961927382297553], [0.0, 0.9359080967984937], [0.016188534381766775, 0.9085977299435034], [0.0, 0.9246719273069681], [0.0, 0.9215965062146895], [0.0, 0.9194626843691148], [0.0, 0.9152020873822979], [0.0, 0.89911379661017]]"
0.6393035617369315,"[[0.19057074841503394, 0.9804309032015072], [0.38960324879972213, 0.9430872259887007], [0.3493293157368331, 0.9556303596986822], [0.45457113776202884, 0.9402029966101697], [0.9363967793173135, 0.0], [0.0, 0.9331778312617702], [0.3241632393173126, 0.9205078568738236], [0.3653608864412771, 0.9035780832391721], [0.0, 0.9242450033898306], [0.0, 0.9194520478342753]]"
1.0607677076286723,"[[0.8643389420373175, 0.9999946817325802], [0.3882074142185439, 0.8241185591623037], [0.3828703996434413, 0.9861750308851228], [0.3207865512496011, 0.9077285920903959], [0.35967491322087997, 0.0], [0.3588333070763433, 0.9049059216572505], [0.0, 0.9177914188323921], [0.350396718651853, 0.0], [0.31377658787499635, 0.9012030779661017]]"
0.5910048383204741,"[[0.45457113776202884, 0.9402029966101697], [0.19057074841503394, 0.9804309032015072], [0.3493293157368331, 0.9556303596986822], [0.3788265847538419, 0.9337982071563089], [0.4187310321923031, 0.9296366629001882], [0.0, 0.9600495740112994], [0.0, 0.9390868252354051], [0.30121407664437083, 0.923796673446328], [0.0233370572191481, 0.9183405299435027], [0.011492424488590574, 0.9181585122410549]]"
0.025832412714856347,"[[0.15832412714856342, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]"
0.6676098190556878,"[[0.45457113776202884, 0.9402029966101697], [0.0, 0.9600495740112994], [0.6268403878551747, 0.0], [0.3493293157368331, 0.9556303596986822], [0.5274734454193759, 0.9072750768361586], [0.3788265847538419, 0.9337982071563089], [0.4869627108370752, 0.8953743898305087], [0.0017349517105406153, 0.936067378907722], [0.4534934713574408, 0.772939776788831], [0.4439176355909598, 0.893432782722514]]"
0.5828321851784312,"[[0.45457113776202884, 0.9402029966101697], [0.5142273962106033, 0.0], [0.43920669387947564, 0.9241869013182678], [0.4187310321923031, 0.9296366629001882], [0.3788265847538419, 0.9337982071563089], [0.4194802669307298, 0.0], [0.13254770173491043, 0.9274142919020717], [0.0233370572191481, 0.9183405299435027], [0.2115467059378937, 0.0], [0.0, 0.0]]"
0.5332167521226763,"[[0.4176533657877151, 0.8872504621291466], [0.4002978049290635, 0.9041323796610172], [0.3841841263080807, 0.9171790203389831], [0.21139016894144538, 0.940516907344633], [0.0, 0.9418476708097926], [0.38653446541903874, 0.0], [0.3207865512496011, 0.9077285920903959], [0.0, 0.9359080967984937], [0.0, 0.896543079096046], [0.0, 0.8903848446771394]]"
0.6095324973390935,"[[0.6268403878551747, 0.0], [0.19057074841503394, 0.9804309032015072], [0.3016451432062043, 0.9673175182674203], [0.30202489232020313, 0.9624505058380419], [0.3493293157368331, 0.9556303596986822], [0.45457113776202884, 0.9402029966101697], [0.6012543709796123, 0.0], [0.0, 0.9600495740112994], [0.3788265847538419, 0.9337982071563089], [0.5142273962106033, 0.0]]"
