run,budget,hv
1,10,0.46733538684432113
1,20,0.4673353868443214
1,30,0.46733734842604713
1,40,0.46733734842604713
1,50,1.3031306694073042
1,60,1.3031306694073042
1,70,1.3031306694073042
1,80,1.3031306694073042
1,90,1.3140268472319678
1,100,1.3140268472319678
1,110,1.3147159104855635
1,120,1.3170862680502053
1,130,1.3170862680502053
1,140,1.3201704166489479
1,150,1.3201704166489479
1,160,1.3201726024821396
1,170,1.3201726024821396
1,180,1.3201726024821396
1,190,1.3201726024821396
1,200,1.3201726024821396
1,210,1.3201726024821396
1,220,1.3201726024821396
1,230,1.3201726024821387
1,240,1.3201743827982444
1,250,1.3201743827982444
1,260,1.3201749750476912
1,270,1.3201749750476912
1,280,1.3201749750476912
1,290,1.3201749750476912
1,300,1.3201749750476912
2,10,1.2138349051305797
2,20,1.2138349051305797
2,30,1.2805829859988935
2,40,1.2805829859988935
2,50,1.2829529143956013
2,60,1.2829529143956013
2,70,1.2829529143956013
2,80,1.2829529143956013
2,90,1.2829529143956013
2,100,1.2829529143956013
2,110,1.2829529143956013
2,120,1.2829529143956013
2,130,1.2829529143956013
2,140,1.2829529143956013
2,150,1.2829529143956013
2,160,1.2829529143956013
2,170,1.2829568535564628
2,180,1.2829605572446536
2,190,1.2829605572446536
2,200,1.2829605572446536
2,210,1.2829605572446536
2,220,1.2829605572446536
2,230,1.2829605572446536
2,240,1.2829605572446536
2,250,1.2837508194888456
2,260,1.283750819488846
2,270,1.283750819488846
2,280,1.283750819488846
2,290,1.283750819488846
2,300,1.2838507953038616
3,10,0.011102291422118535
3,20,0.28726115322575896
3,30,0.28726115322575896
3,40,0.28726115322575896
3,50,0.28726115322575907
3,60,0.28726115322575907
3,70,0.28726115322575907
3,80,0.29397845754602214
3,90,0.29535556637266897
3,100,0.29535556637266897
3,110,1.2203915989364202
3,120,1.2207371223589751
3,130,1.2207371223589751
3,140,1.2207371223589751
3,150,1.2207371223589751
3,160,1.2207371223589751
3,170,1.2207371223589751
3,180,1.2365388378360405
3,190,1.2365388378360405
3,200,1.2383106603337395
3,210,1.2383106603337395
3,220,1.2383106603337395
3,230,1.2383106603337395
3,240,1.2383106603337395
3,250,1.2383106603337395
3,260,1.2383106603337395
3,270,1.2383106603337395
3,280,1.2383106603337395
3,290,1.2383106603337395
3,300,1.2383106603337395
4,10,0.29276088083210616
4,20,0.29276088083210616
4,30,0.29276088083210616
4,40,0.29276088083210616
4,50,0.2927608808321064
4,60,0.2927608808321064
4,70,0.8244040228917233
4,80,0.8244040228917233
4,90,0.8244040228917238
4,100,0.825419450041097
4,110,0.8254194500410963
4,120,0.8254194500410963
4,130,0.826847859699642
4,140,0.826847859699642
4,150,0.826847859699642
4,160,0.826847859699642
4,170,0.826847859699642
