mean:0.731802,,,,,,,,,,,,,,,,,,,,
0.7453, [[0.5493434610357784, 0.0], [0.9997675349053716, 0.0], [0.5439397738793031, 0.6882217963808627], [0.4660148244572996, 0.9998690990239489], [0.5433542279295179, 0.6897746711800777], [0.517243336229807, 0.9918695592969498], [0.9629398109596506, 0.0], [0.5471574071196056, 0.0], [0.5493387927715502, 0.0], [0.5167470216850734, 0.9942483502531865]]
0.7452, [[1.0, 0.0], [0.5439797110939152, 0.6882186920097787], [0.5481418541062765, 0.0], [0.46568237960574055, 1.0], [0.5170048886475553, 0.992312343073461], [0.549552633535687, 0.0], [0.998138828149997, 0.0], [0.5433520651098527, 0.690043432649397], [0.5498291532420057, 0.0], [0.5439397738793031, 0.6882217963808627]]
0.7417, [[0.9995957254971068, 0.0], [0.4660148244572996, 0.9998690990239489], [0.5438726408134541, 0.6887357434663739], [0.548343810069282, 0.0], [0.5199892739393424, 0.9131699731402433], [0.5435622868985098, 0.6894706490482886], [0.9985785093214854, 0.0], [0.5482541280023678, 0.0], [0.9997675349053716, 0.0], [0.547645669012564, 0.0]]
0.745, [[0.5472183943513562, 0.0], [1.0, 0.0], [0.46568237960574055, 1.0], [0.5433520651098527, 0.690043432649397], [0.5483441526941795, 0.0], [0.5178232287994553, 0.9776792866019227], [0.9612331805115074, 0.0], [0.9980796235566086, 0.0], [0.517243336229807, 0.9918695592969498], [0.5486141196993339, 0.0]]
0.6008, [[0.44345524172649325, 0.9394022968394531], [0.479468645770819, 0.6930986113916021], [0.5502983566250419, 0.0], [0.4847820869615422, 0.0], [0.48477308682570464, 0.0], [0.4447437806489581, 0.9247643309645541], [0.5486342703261167, 0.0], [0.5483065710257377, 0.0], [0.48477745618625645, 0.0], [0.4448206463323619, 0.9228530928349521]]
0.7455, [[0.9991753438621889, 0.0], [0.5439797110939152, 0.6882186920097787], [0.5166817426915298, 0.9986983913500822], [0.5502983566250419, 0.0], [0.5204033175328309, 0.9149582541524989], [0.5435622868985098, 0.6894706490482886], [0.9941686377698253, 0.0], [0.5483065710257377, 0.0], [0.5434245731037808, 0.6909371875971465], [0.5199633565357272, 0.9159535061645343]]
0.7455, [[0.5498291532420057, 0.0], [1.0, 0.0], [0.5439397738793031, 0.6882217963808627], [0.5166817426915298, 0.9986983913500822], [0.9653500763914727, 0.0], [0.5486535001484875, 0.0], [0.5201877624122738, 0.9128953179260747], [0.5436545814802672, 0.6896741644526222], [0.547718369732997, 0.0], [0.9997675349053716, 0.0]]
0.7426, [[0.5167470216850734, 0.9942483502531865], [0.5439397738793031, 0.6882217963808627], [0.9976921817322277, 0.0], [0.5486732224941484, 0.0], [0.9995957254971068, 0.0], [0.548269931575764, 0.0], [0.5438726408134541, 0.6887357434663739], [0.5171606171390181, 0.9888580473959734], [0.5199892739393424, 0.9131699731402433], [0.5484347341514495, 0.0]]
0.7413, [[0.5433520651098527, 0.690043432649397], [0.5492765421104902, 0.0], [0.4660148244572996, 0.9998690990239489], [0.9985785093214854, 0.0], [0.9651614343046956, 0.0], [0.46608376325711737, 0.988319567259473], [0.5485300909432281, 0.0], [0.5199892739393424, 0.9131699731402433], [0.547157471361774, 0.0], [0.9995957254971068, 0.0]]
0.7455, [[0.5439797110939152, 0.6882186920097787], [0.5486732224941484, 0.0], [0.9985785093214854, 0.0], [0.5166817426915298, 0.9986983913500822], [0.5434245731037808, 0.6909371875971465], [0.5483441526941795, 0.0], [0.9961225344609441, 0.0], [0.5206437817430295, 0.9121659384769687], [0.5171901943489075, 0.9923878344015264], [0.5436412833514339, 0.6887557970523098]]
0.7225, [[0.548567908166287, 0.0], [0.997406171306814, 0.0], [0.5170048886475553, 0.992312343073461], [0.5482370609996624, 0.0], [0.5171794016548947, 0.9892060476161353], [0.99664899099235, 0.0], [0.5484138982748719, 0.0], [0.5175265977664365, 0.9812710209031532], [0.9626828223937411, 0.0], [0.548343810069282, 0.0]]
