run,budget,hv
1,10,0.03107
1,20,0.03107
1,30,0.055903340897166566
1,40,0.055903340897166566
1,50,0.055903340897166566
1,60,0.10781513809024167
1,70,0.10781513809024167
1,80,0.10781513809024167
1,90,0.10781513809024167
1,100,0.10781513809024167
1,110,0.10781513809024167
1,120,0.10781513809024167
1,130,0.10781513809024167
1,140,0.10781513809024167
1,150,0.20759153091595217
1,160,0.20759153091595217
1,170,0.20759153091595217
1,180,0.20759153091595217
1,190,0.20759153091595217
1,200,0.20759153091595217
1,210,0.20759153091595217
1,220,0.20759153091595217
1,230,0.20759153091595217
1,240,0.20759153091595217
1,250,0.20759153091595217
1,260,0.20759153091595217
1,270,0.20762520375074228
1,280,0.20762520375074228
1,290,0.20762520375074228
1,300,0.20762520375074228
2,10,0.03277309240984202
2,20,0.13065409958140717
2,30,0.13065409958140717
2,40,0.13065409958140717
2,50,0.13065409958140717
2,60,0.13065409958140717
2,70,0.13065409958140717
2,80,0.13065409958140717
2,90,0.13065409958140717
2,100,0.13065409958140717
2,110,0.13075165410845296
2,120,0.13075165410845296
2,130,0.13075165410845296
2,140,0.13075165410845296
2,150,0.13075165410845296
2,160,0.13075165410845296
2,170,0.13075165410845296
2,180,0.20821917148515834
2,190,0.20821917148515834
2,200,0.20821917148515834
2,210,0.20821917148515834
2,220,0.20821917148515834
2,230,0.20821917148515834
2,240,0.20821917148515834
2,250,0.20821917148515834
2,260,0.20821917148515834
2,270,0.20821917148515834
2,280,0.20821917148515834
2,290,0.20821917148515834
2,300,0.20821917148515834
3,10,0.011016592457406871
3,20,0.032086592457406866
3,30,0.032086592457406866
3,40,0.03208659245740686
3,50,0.03208659245740686
3,60,0.03208659245740686
3,70,0.03208659245740686
3,80,0.03208659245740686
3,90,0.03208659245740686
3,100,0.07354935796632586
3,110,0.07354935796632586
3,120,0.07354935796632586
3,130,0.07354935796632586
3,140,0.07368404424293029
3,150,0.07368404424293029
3,160,0.1698533471712667
3,170,0.193721886840732
3,180,0.193721886840732
3,190,0.193721886840732
3,200,0.193721886840732
3,210,0.193721886840732
3,220,0.193721886840732
3,230,0.193721886840732
3,240,0.193721886840732
3,250,0.193721886840732
3,260,0.193721886840732
3,270,0.193721886840732
3,280,0.193721886840732
3,290,0.193721886840732
3,300,0.193721886840732
4,10,0.010000000000000002
4,20,0.03107
4,30,0.12861032108281478
4,40,0.1309804891258214
4,50,0.1309804891258214
4,60,0.13098048912582133
4,70,0.13098048912582133
4,80,0.13098048912582133
4,90,0.1309804891258213
4,100,0.1309804891258213
4,110,0.1309804891258214
4,120,0.1309804891258214
4,130,0.1309804891258214
4,140,0.1309804891258214
4,150,0.1309804891258214
4,160,0.1309804891258214
4,170,0.1309804891258214
4,180,0.1309804891258214
4,190,0.1309804891258214
4,200,0.1309804891258214
4,210,0.1309804891258214
4,220,0.1309804891258214
4,230,0.1309804891258214
4,240,0.1309804891258214
4,250,0.1309804891258214
4,260,0.1309804891258214
4,270,0.1309804891258214
4,280,0.1309804891258214
4,290,0.1309804891258214
4,300,0.1309804891258214
5,10,0.031070000000000007
5,20,0.031070000000000007
5,30,0.03107
5,40,0.03107
5,50,0.03107
5,60,0.09334361661070337
5,70,0.09334361661070335
5,80,0.09334361661070335
5,90,0.09334361661070334
5,100,0.09334361661070334
5,110,0.09334361661070334
5,120,0.09334361661070334
5,130,0.09334361661070334
5,140,0.09334361661070334
5,150,0.1906186352829658
5,160,0.1906186352829658
5,170,0.19061863528296585
5,180,0.19061863528296585
5,190,0.19061863528296585
5,200,0.19293950009043248
5,210,0.19293950009043248
5,220,0.19293950009043243
5,230,0.1929438141235422
5,240,0.1929438141235422
5,250,0.1929438141235422
5,260,0.1929438141235422
5,270,0.1929438141235422
5,280,0.1929438141235422
5,290,0.1929438141235422
5,300,0.1929438141235422
6,10,0.029771440679945603
6,20,0.03161879101351754
6,30,0.03161879101351754
6,40,0.03446738353824255
6,50,0.03446738353824255
6,60,0.03446738353824255
6,70,0.03446738353824255
6,80,0.03446738353824255
6,90,0.03446738353824255
6,100,0.03446738353824255
6,110,0.03446738353824255
6,120,0.1283994966223947
6,130,0.1283994966223947
6,140,0.1283994966223947
6,150,0.1283994966223947
6,160,0.1283994966223947
6,170,0.1283994966223947
6,180,0.1283994966223947
6,190,0.1283994966223947
6,200,0.1283994966223947
6,210,0.1283994966223947
6,220,0.13092654246055485
6,230,0.13092654246055485
6,240,0.13092654246055485
6,250,0.13092654246055485
6,260,0.13092654246055485
6,270,0.1970788687197364
6,280,0.1970788687197364
6,290,0.1970788687197364
6,300,0.1970788687197364
7,10,0.03107
7,20,0.03107
7,30,0.03558656871063392
7,40,0.03558656871063392
7,50,0.03558656871063392
7,60,0.03558656871063392
7,70,0.03558656871063392
7,80,0.03558656871063392
7,90,0.03558656871063392
7,100,0.03558656871063391
7,110,0.03558656871063391
7,120,0.03558656871063392
7,130,0.03558656871063392
7,140,0.08019671973371872
7,150,0.08019671973371872
7,160,0.08019671973371872
7,170,0.08019671973371872
7,180,0.08019671973371872
7,190,0.08019671973371872
7,200,0.08019671973371872
7,210,0.08019671973371872
7,220,0.08019671973371872
7,230,0.08019671973371872
7,240,0.1753177191133793
7,250,0.17565054783036615
7,260,0.17565054783036615
7,270,0.17565054783036615
7,280,0.17565054783036615
7,290,0.17565054783036615
7,300,0.17565054783036615
8,10,0.03107
8,20,0.03199626819534083
8,30,0.03199626819534083
8,40,0.07268315097603359
8,50,0.07268315097603359
8,60,0.07268315097603359
8,70,0.07268315097603359
8,80,0.07268315097603359
8,90,0.07268315097603359
8,100,0.07268315097603359
8,110,0.07268315097603359
8,120,0.07268315097603356
8,130,0.07295821324653792
8,140,0.07295821324653792
8,150,0.07295821324653792
8,160,0.07295821324653792
8,170,0.07295821324653792
8,180,0.07295821324653792
8,190,0.07295821324653792
8,200,0.07295821324653792
8,210,0.07295821324653792
8,220,0.07295821324653792
8,230,0.07295821324653792
8,240,0.07295821324653792
8,250,0.07588094989976993
8,260,0.07588094989976993
8,270,0.07588094989976993
8,280,0.07588094989976993
8,290,0.07588094989976993
8,300,0.07588094989976993
9,10,0.03560203762953107
9,20,0.10162764521085355
9,30,0.1969593223875648
9,40,0.1969593223875648
9,50,0.1969593223875648
9,60,0.1969593223875648
9,70,0.19695932238756486
9,80,0.19695932238756486
9,90,0.19695932238756486
9,100,0.19695932238756486
9,110,0.19695932238756486
9,120,0.19695932238756486
9,130,0.1969593223875648
9,140,0.1969593223875648
9,150,0.1969593223875648
9,160,0.1969593223875648
9,170,0.1969593223875648
9,180,0.1969593223875648
9,190,0.1969593223875648
9,200,0.1969593223875648
9,210,0.1969593223875648
9,220,0.1969593223875648
9,230,0.1969593223875648
9,240,0.1969593223875648
9,250,0.1969593223875648
