HV,front_sat,front_raw,front_variables
mean:0.3677093130905684,,,
0.3972450491987521,"[[0.2752, 0.9587554616171432], [0.2752, 0.934815260624968], [0.0, 0.94121785884519], [0.0, 0.9386329785710632], [0.0, 0.8903711502071293], [0.0, 0.936099837058252], [0.0, 0.9282090145246253], [0.0, 0.9085436551935764], [0.0, 0.9272959429755024], [0.0, 0.9030705173630644]]","[[10514.0, 12.494493], [10354.0, 12.168743], [10134.2, 12.255862], [10093.8, 12.22069], [9952.8, 11.564], [9886.0, 12.186222], [9759.6, 12.078853], [9650.4, 11.81127], [9455.0, 12.066429], [9638.6, 11.736798]]","[[0, 1, 1, 1, 0, 4, 0, 1, 10, 32, 10], [0, 1, 1, 1, 0, 4, 0, 2, 10, 32, 10], [0, 1, 1, 1, 1, 4, 0, 1, 20, 16, 128], [0, 1, 1, 1, 1, 4, 0, 1, 10, 32, 10], [0, 1, 1, 1, 1, 4, 0, 2, 10, 32, 10], [0, 1, 1, 1, 0, 3, 0, 1, 10, 32, 10], [0, 1, 1, 1, 0, 3, 0, 2, 20, 16, 8], [0, 1, 1, 1, 1, 3, 0, 1, 10, 32, 10], [0, 1, 1, 1, 0, 3, 0, 2, 20, 0, 8], [0, 1, 1, 1, 1, 3, 0, 1, 64, 20, 8]]"
0.40482067661150717,"[[0.2752, 0.9789463662353604], [0.0, 0.9488205170562063], [0.0, 0.9566026440955352], [0.0, 0.9455115880938986], [0.0, 0.929026692732573], [0.0, 0.9179716480846929], [0.0, 0.9072406321280622], [0.0, 0.9257735446223085], [0.0, 0.9061103900680203], [0.0, 0.9008519974939907]]","[[10349.8, 12.769227], [10210.0, 12.35931], [9999.0, 12.4652], [9711.8, 12.314286], [10126.4, 12.089979], [9765.0, 11.939555], [9948.6, 11.79354], [9527.6, 12.045714], [9994.2, 11.778161], [9991.6, 11.706611]]","[[0, 1, 1, 1, 0, 4, 0, 2, 32, 20, 128], [0, 1, 1, 1, 0, 4, 0, 1, 20, 8, 0], [0, 1, 1, 1, 1, 4, 0, 1, 32, 8, 8], [0, 1, 1, 1, 0, 4, 0, 3, 20, 8, 0], [0, 1, 1, 1, 0, 4, 0, 2, 20, 8, 0], [0, 1, 1, 1, 1, 4, 0, 1, 20, 8, 0], [0, 1, 1, 1, 0, 4, 0, 4, 20, 8, 10], [0, 1, 1, 1, 1, 4, 0, 4, 16, 8, 16], [0, 1, 1, 1, 1, 4, 0, 2, 64, 20, 32], [0, 1, 1, 1, 1, 4, 0, 2, 64, 10, 20]]"
0.4004898125135989,"[[0.2752, 0.9674035514754769], [0.0, 0.9246349979031351], [0.0, 0.9388024524113947], [0.0, 0.9164474124175318], [0.0, 0.9270334275558737], [0.0, 0.9160422479414922], [0.0, 0.9089620483301795], [0.0, 0.9017886601544519], [0.0, 0.9155201568045823], [0.0, 0.8879433235309159]]","[[10436.8, 12.612166], [9809.2, 12.030222], [9698.0, 12.222996], [9775.0, 11.918815], [9548.8, 12.062857], [9680.2, 11.913302], [9768.4, 11.816963], [9607.6, 11.719356], [9496.0, 11.906198], [9378.4, 11.530965]]","[[0, 1, 1, 1, 0, 4, 0, 1, 20, 32, 10], [0, 1, 1, 1, 0, 4, 0, 3, 64, 0, 128], [0, 1, 1, 1, 1, 4, 0, 3, 10, 20, 64], [0, 1, 1, 1, 0, 4, 0, 4, 64, 128, 16], [0, 1, 1, 1, 1, 3, 0, 1, 8, 8, 8], [0, 1, 1, 1, 1, 4, 0, 1, 10, 0, 0], [0, 1, 1, 1, 1, 4, 0, 1, 32, 0, 8], [0, 1, 1, 1, 1, 4, 0, 2, 32, 0, 8], [0, 1, 1, 1, 0, 3, 0, 3, 32, 20, 64], [0, 1, 1, 1, 1, 4, 0, 3, 64, 0, 128]]"
0.3936814872171022,"[[0.2752, 0.9424973642919245], [0.0, 0.9618971215158799], [0.2752, 0.9446648803252699], [0.0, 0.9480219469135172], [0.0, 0.9386836149439983], [0.2752, 0.9144660530353398], [0.0, 0.9237857913875109], [0.0, 0.9387859900782489], [0.0, 0.9134782395540325], [0.0, 0.912320952232394]]","[[10497.6, 12.273272], [10074.0, 12.537241], [10477.0, 12.302765], [9739.4, 12.348444], [10131.2, 12.221379], [10383.8, 11.891855], [9842.4, 12.018667], [9649.0, 12.222772], [9994.2, 11.878414], [9782.2, 11.862667]]","[[0, 1, 1, 1, 0, 4, 0, 1, 32, 10, 64], [0, 1, 1, 1, 0, 4, 0, 2, 64, 20, 0], [0, 1, 1, 1, 0, 4, 0, 1, 16, 10, 10], [0, 1, 1, 1, 0, 3, 0, 2, 32, 16, 64], [0, 1, 1, 1, 1, 4, 0, 1, 32, 10, 64], [0, 1, 1, 1, 0, 4, 0, 2, 32, 10, 64], [0, 1, 1, 1, 0, 3, 0, 1, 32, 10, 64], [0, 1, 1, 1, 1, 4, 0, 2, 64, 20, 0], [0, 1, 1, 1, 1, 4, 0, 2, 32, 10, 64], [0, 1, 1, 1, 0, 3, 0, 2, 32, 10, 64]]"
1.1783353919070017,"[[0.2752, 0.9881408732675293], [1.0, 0.9624516228711707], [0.0, 0.9501890219915102], [0.0, 0.92939841809441], [0.0, 0.9217432127039329], [0.0, 0.9077644135938219], [0.0, 0.9288975663069605], [0.0, 0.8984063121260164], [0.0, 0.9208390337544111], [0.0, 0.875274382294277]]","[[10354.2, 12.894335], [10570.8, 12.544786], [10081.8, 12.377931], [9809.0, 12.095037], [9996.0, 11.990874], [9777.6, 11.800667], [9756.6, 12.088222], [9949.8, 11.673333], [9523.0, 11.978571], [9644.0, 11.358581]]","[[0, 1, 1, 1, 0, 4, 0, 1, 64, 32, 64], [0, 1, 1, 1, 0, 4, 0, 1, 128, 10, 32], [0, 1, 1, 1, 1, 4, 0, 1, 32, 20, 20], [0, 1, 1, 1, 1, 4, 0, 1, 10, 10, 0], [0, 1, 1, 1, 1, 4, 0, 2, 32, 16, 128], [0, 1, 1, 1, 1, 4, 0, 1, 128, 32, 0], [0, 1, 1, 1, 0, 3, 0, 2, 64, 32, 64], [0, 1, 1, 1, 1, 4, 0, 1, 64, 32, 64], [0, 1, 1, 1, 1, 3, 0, 2, 64, 32, 64], [0, 1, 1, 1, 1, 3, 0, 1, 8, 128, 64]]"
0.3978599228173201,"[[0.16898529467269838, 0.9625706073236844], [0.2752, 0.9548826977445916], [0.0, 0.9451712440546207], [0.0, 0.9430947853014883], [0.0, 0.9426877100189229], [0.0, 0.9440479102950954], [0.0, 0.9151680539559147], [0.0, 0.933910199764742], [0.0, 0.9133588141461668], [0.0, 0.9235625944867795]]","[[10322.6, 12.546405], [10426.4, 12.441797], [10102.2, 12.309655], [10115.6, 12.281401], [10076.2, 12.275862], [9702.4, 12.29437], [9776.0, 11.901407], [9418.6, 12.156428], [10058.6, 11.876789], [9745.0, 12.01563]]","[[0, 1, 1, 1, 0, 4, 0, 2, 64, 32, 20], [0, 1, 1, 1, 0, 4, 0, 1, 64, 32, 20], [0, 1, 1, 1, 1, 4, 0, 1, 10, 20, 8], [0, 1, 1, 1, 0, 4, 0, 2, 10, 64, 0], [0, 1, 1, 1, 1, 4, 0, 1, 64, 32, 20], [0, 1, 1, 1, 0, 3, 0, 2, 10, 20, 8], [0, 1, 1, 1, 0, 3, 0, 1, 8, 8, 128], [0, 1, 1, 1, 0, 3, 0, 2, 64, 0, 64], [0, 1, 1, 1, 1, 4, 0, 1, 64, 128, 128], [0, 1, 1, 1, 0, 3, 0, 2, 20, 64, 64]]"
0.4028635002791183,"[[0.2752, 0.9737300114048996], [0.18896015190182572, 0.9323628139415946], [0.037151236960457905, 0.9538690883751855], [0.0, 0.9684861703574899], [0.009186436839679618, 0.9224308090830051], [0.0, 0.9511013586150463], [0.0, 0.9234275886564721], [0.0, 0.9365338841098553], [0.0, 0.9345894914846826], [0.0, 0.9265447020406076]]","[[10460.8, 12.698249], [10327.6, 12.135373], [10289.6, 12.428005], [10111.2, 12.626897], [10282.6, 12.00023], [10127.6, 12.390345], [10056.0, 12.013793], [9998.0, 12.192128], [10037.6, 12.165671], [10025.4, 12.056207]]","[[0, 1, 1, 1, 0, 4, 0, 1, 8, 128, 20], [0, 1, 1, 1, 0, 4, 0, 2, 8, 128, 20], [0, 1, 1, 1, 0, 4, 0, 2, 16, 8, 16], [0, 1, 1, 1, 1, 4, 0, 1, 8, 128, 20], [0, 1, 1, 1, 0, 4, 0, 2, 16, 8, 10], [0, 1, 1, 1, 1, 4, 0, 1, 20, 10, 16], [0, 1, 1, 1, 0, 4, 0, 3, 8, 128, 20], [0, 1, 1, 1, 1, 4, 0, 2, 16, 128, 32], [0, 1, 1, 1, 0, 4, 0, 2, 64, 64, 0], [0, 1, 1, 1, 1, 4, 0, 1, 16, 8, 16]]"
0.4087112325621644,"[[0.2752, 0.9893156518181354], [0.0, 0.9484629757581957], [0.0, 0.9432959344346136], [0.0, 0.9457794684703115], [0.2752, 0.9293363903748786], [0.0, 0.9436668513783051], [0.0, 0.9173319688538843], [0.0, 0.9290263252697795], [0.0, 0.9389808188513271], [0.0, 0.9064622724390119]]","[[10449.6, 12.91032], [9731.0, 12.354445], [10077.4, 12.284138], [10053.8, 12.317931], [10411.2, 12.094193], [9783.8, 12.289185], [10000.8, 11.930851], [9676.4, 12.089974], [9595.0, 12.225423], [9706.8, 11.782949]]","[[0, 1, 1, 1, 0, 4, 0, 1, 10, 8, 10], [0, 1, 1, 1, 0, 3, 0, 2, 8, 20, 8], [0, 1, 1, 1, 1, 4, 0, 1, 10, 8, 10], [0, 1, 1, 1, 1, 4, 0, 2, 10, 8, 10], [0, 1, 1, 1, 0, 4, 0, 2, 10, 8, 10], [0, 1, 1, 1, 0, 3, 0, 2, 10, 8, 10], [0, 1, 1, 1, 1, 4, 0, 2, 16, 20, 32], [0, 1, 1, 1, 1, 4, 0, 3, 10, 8, 10], [0, 1, 1, 1, 1, 3, 0, 2, 10, 8, 10], [0, 1, 1, 1, 0, 4, 0, 2, 0, 10, 32]]"
0.3915217970228881,"[[0.2752, 0.9271079490103821], [0.053930117032920506, 0.967066955556692], [0.0, 0.9337154444842224], [0.0, 0.9231551517414207], [0.0, 0.9339658336316677], [0.0, 0.928293310489439], [0.0, 0.9330185880427556], [0.0, 0.9133588141461668], [0.0, 0.9302356453229683], [0.0, 0.9277978971513322]]","[[10506.2, 12.063871], [10293.8, 12.607586], [9818.0, 12.153778], [10192.6, 12.010086], [9734.4, 12.157185], [10100.0, 12.08], [9825.0, 12.144296], [10058.6, 11.876789], [9462.4, 12.106429], [9850.6, 12.073259]]","[[0, 1, 1, 1, 0, 4, 0, 1, 10, 64, 128], [0, 1, 1, 1, 0, 4, 0, 2, 128, 16, 10], [0, 1, 1, 1, 0, 3, 0, 2, 8, 10, 32], [0, 1, 1, 1, 0, 4, 0, 1, 20, 64, 0], [0, 1, 1, 1, 1, 3, 0, 1, 10, 64, 128], [0, 1, 1, 1, 1, 4, 0, 1, 10, 64, 128], [0, 1, 1, 1, 0, 3, 0, 1, 20, 16, 8], [0, 1, 1, 1, 1, 4, 0, 1, 64, 128, 128], [0, 1, 1, 1, 1, 3, 0, 1, 20, 64, 0], [0, 1, 1, 1, 0, 3, 0, 1, 10, 64, 128]]"
0.39404962355513723,"[[0.2752, 0.9497413053239911], [0.2752, 0.9268708620160588], [0.0, 0.9516081632997493], [0.0, 0.9445630196389301], [0.0, 0.9204237273052728], [0.0, 0.9293890110468981], [0.0, 0.9361542950442387], [0.0, 0.9221199355597607], [0.0, 0.933974432261034], [0.0, 0.8987662051859049]]","[[10370.4, 12.371839], [10513.6, 12.060645], [10092.0, 12.397241], [10146.6, 12.301379], [10086.6, 11.97292], [9972.6, 12.094909], [9788.6, 12.186963], [9905.8, 11.996], [9655.4, 12.157302], [9990.8, 11.67823]]","[[0, 1, 1, 1, 0, 4, 0, 2, 64, 10, 128], [0, 1, 1, 1, 0, 4, 0, 1, 64, 10, 128], [0, 1, 1, 1, 1, 4, 0, 1, 32, 20, 16], [0, 1, 1, 1, 1, 4, 0, 1, 10, 10, 32], [0, 1, 1, 1, 1, 4, 0, 1, 64, 10, 128], [0, 1, 1, 1, 1, 4, 0, 2, 32, 10, 16], [0, 1, 1, 1, 0, 3, 0, 2, 10, 16, 20], [0, 1, 1, 1, 0, 3, 0, 1, 64, 10, 128], [0, 1, 1, 1, 1, 3, 0, 1, 64, 10, 128], [0, 1, 1, 1, 1, 4, 0, 2, 64, 10, 128]]"
0.40169062283402035,"[[0.2752, 0.970604005421163], [0.053930117032920506, 0.967066955556692], [0.0, 0.9366562492200685], [0.0, 0.9413192050836189], [0.0, 0.9215739593412775], [0.0, 0.9066448279547894], [0.0, 0.9178586900219914], [0.0, 0.9031588554186057], [0.0, 0.9002681726077839], [0.0, 0.9080303831637088]]","[[10377.2, 12.655714], [10293.8, 12.607586], [10078.2, 12.193793], [10077.0, 12.257241], [9410.4, 11.988571], [9634.2, 11.785433], [9480.0, 11.938018], [9947.0, 11.738], [9942.4, 11.698667], [9370.2, 11.804286]]","[[0, 1, 1, 1, 0, 4, 0, 1, 128, 16, 10], [0, 1, 1, 1, 0, 4, 0, 2, 128, 16, 10], [0, 1, 1, 1, 1, 4, 0, 1, 128, 128, 128], [0, 1, 1, 1, 1, 4, 0, 1, 128, 16, 10], [0, 1, 1, 1, 0, 3, 0, 4, 32, 64, 20], [0, 1, 1, 1, 1, 3, 0, 1, 128, 16, 10], [0, 1, 1, 1, 0, 3, 0, 4, 10, 20, 128], [0, 1, 1, 1, 1, 4, 0, 2, 128, 32, 20], [0, 1, 1, 1, 1, 4, 0, 2, 128, 16, 10], [0, 1, 1, 1, 1, 3, 0, 3, 10, 8, 8]]"
0.3984662094322918,"[[0.2752, 0.96201015307114], [0.0, 0.9520136952385823], [0.21532696344427527, 0.9365792290185649], [0.0, 0.9445857288395643], [0.0, 0.9243632224211118], [0.0, 0.903746795888099], [0.0, 0.915908417992124], [0.0, 0.9297106879762695], [0.0, 0.9216789802076407], [0.0, 0.9009540786580064]]","[[10507.0, 12.538779], [10132.2, 12.402759], [10334.2, 12.192745], [9981.0, 12.301688], [9989.8, 12.026524], [9908.4, 11.746], [9806.6, 11.911481], [9379.6, 12.099286], [9462.2, 11.99], [9835.2, 11.708]]","[[0, 1, 1, 1, 0, 4, 0, 1, 10, 16, 8], [0, 1, 1, 1, 1, 4, 0, 1, 10, 16, 8], [0, 1, 1, 1, 0, 4, 0, 2, 10, 16, 8], [0, 1, 1, 1, 1, 4, 0, 2, 10, 16, 8], [0, 1, 1, 1, 1, 4, 0, 2, 8, 128, 10], [0, 1, 1, 1, 1, 4, 0, 1, 10, 0, 128], [0, 1, 1, 1, 0, 3, 0, 1, 10, 16, 8], [0, 1, 1, 1, 0, 3, 0, 4, 8, 32, 128], [0, 1, 1, 1, 0, 3, 0, 3, 128, 128, 64], [0, 1, 1, 1, 0, 3, 0, 1, 64, 16, 16]]"
0.4105341491019076,"[[0.2752, 0.9512639976474198], [0.2752, 0.9941741713803508], [0.2752, 0.981997042346443], [0.0, 0.9683341142535673], [0.2752, 0.9648126448115378], [0.0, 0.9499170995243696], [0.0, 0.9556760499156138], [0.0, 0.938379502736153], [0.0, 0.9284724118549583], [0.0, 0.9471233533984554]]","[[10491.8, 12.392558], [10474.0, 12.976429], [10466.8, 12.810737], [10096.4, 12.624828], [10419.6, 12.576912], [10019.6, 12.374231], [9810.4, 12.452592], [10221.2, 12.217241], [10013.0, 12.082437], [9647.2, 12.336217]]","[[0, 1, 1, 1, 0, 4, 0, 1, 20, 10, 10], [0, 1, 1, 1, 0, 4, 0, 1, 20, 8, 32], [0, 1, 1, 1, 0, 4, 0, 1, 64, 32, 32], [0, 1, 1, 1, 1, 4, 0, 1, 20, 8, 8], [0, 1, 1, 1, 0, 4, 0, 2, 20, 10, 10], [0, 1, 1, 1, 1, 4, 0, 1, 128, 128, 64], [0, 1, 1, 1, 0, 3, 0, 2, 20, 10, 10], [0, 1, 1, 1, 0, 4, 0, 2, 128, 128, 8], [0, 1, 1, 1, 1, 4, 0, 2, 20, 10, 10], [0, 1, 1, 1, 1, 3, 0, 2, 20, 10, 10]]"
