mean:0.017666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0011, [[0.06579728530832932,0.0,0.0511671277274022, 0.14879642988617572], [0.0,0.4484810548026458,0.0, 0.0], [0.0064744642682573236,0.0,0.0334073006323213, 0.012752922029055237], [0.0,0.1964065318872609,0.0, 0.0], [0.0,0.0,0.0220027736370573, 0.0], [0.0,0.0,0.0124083468495951, 0.0], [0.0,0.0,0.0102261297749622, 0.0], [0.0,0.0,0.0, 0.0], [0.0,0.0,0.0106454737277368, 0.0], [0.0,0.0,0.0, 0.0]]
0.0059, [[0.0,0.1889115122712054,0.0, 0.0], [0.5146712781076832,0.0,0.0, 0.5355737914628875], [0.1723822065287959,0.0,0.1088818837908259, 0.35581657972727043], [0.0,0.0853132043660963,0.0, 0.0], [0.5204913840145714,0.0,0.0, 0.606881603337191], [0.01710770850444636,0.0,0.0359885051571668, 0.04149789722662098], [0.0,0.0,0.0106137175837403, 0.0], [0.13973474796983007,0.0,0.0, 0.3252457850429008], [0.0,0.0,0.028575481184235, 0.0], [0.0,0.0,0.0107138715763447, 0.0]]
0.0064, [[0.0,0.1964065318872609,0.0, 0.0], [0.5139931459856828,0.0,0.0604130511910051, 0.5322089945323396], [0.0,0.1399216461115183,0.0, 0.0], [0.0,0.1399216461115183,0.0, 0.0], [0.0,0.1399216461115183,0.0, 0.0], [0.5138582438679551,0.0,0.0214889755123956, 0.5316670681036215], [0.0,0.1041783807560873,0.0, 0.0], [0.4916577642118368,0.0,0.0203278406062663, 0.5104591412961779], [0.13352959448405402,0.0,0.0132844907198581, 0.30605161937652886], [0.0,0.0777569009768376,0.0, 0.0]]
0.001, [[0.13871512181019552,0.0,0.0, 0.3102532351974222], [0.0,0.01349619418542,0.0, 0.0], [0.0,0.0,0.0109402358848327, 0.0], [0.0,0.0,0.010023379009446, 0.0], [0.13285955443629416,0.0,0.0, 0.30016565536311873], [0.0,0.011985648249034,0.0, 0.0], [0.0,0.0,0.0, 0.0], [0.0,0.0,0.0, 0.0], [0.0,0.0,0.0, 0.0], [0.0,0.0,0.0, 0.0]]
0.0076, [[0.5182043856965833,0.0,0.0575224278272191, 0.5878818245154193], [0.0,0.2836475213661941,0.0, 0.0], [0.5000716835653775,0.0,0.0584653410258851, 0.5153930983337601], [0.525617060899331,0.0,0.0266562701227015, 0.6593918477437221], [0.0,0.0,0.0, 0.0], [0.15048128400153407,0.0,0.047388146591816, 0.3375019914388646], [0.523544034844137,0.0,0.0257556984493643, 0.6326352413825382], [0.0,0.0,0.0, 0.0], [0.1484744007666978,0.0,0.0465478301660618, 0.3336909410817919], [0.5233288554035558,0.0,0.0257060285831133, 0.6281137955071147]]
0.0231, [[0.0,0.98267002515423,0.0, 0.0], [0.5308302581736679,0.0,0.0249381813064794, 0.7111983966383357], [0.5169960007315235,0.0,0.3525278459600396, 0.5648054647970224], [0.5163094183650122,0.0,0.4074090875140742, 0.5547434278220186], [0.5174722323686025,0.0,0.3523040149107804, 0.5699820754594037], [0.5227892469326448,0.0,0.0, 0.6230746885654528], [0.172200939655972,0.0,0.0, 0.35892063310997446], [0.0,0.46891649753508,0.0, 0.0], [0.0,0.0,0.0340733653961458, 0.0], [0.5171100790324208,0.0,0.0, 0.5754336935632242]]
0.0098, [[0.0,0.3228172997683942,0.0, 0.0], [0.40635995291566995,0.0,0.1941202598381075, 0.463935536512167], [0.5152854298069581,0.0,0.0, 0.5390760921141549], [0.16858531292482337,0.0,0.0, 0.351500531531363], [0.0,0.0,0.010575447358924, 0.0], [0.0,0.1962762507943427,0.0, 0.0], [0.1505201269028535,0.0,0.0466553124995885, 0.3366064619379977], [0.5137136843279292,0.0,0.0, 0.532386940523859], [0.023070093856976108,0.0,0.0455422189395053, 0.04653243248337427], [0.4973826990297099,0.0,0.0, 0.5147379335468025]]
0.0094, [[0.5144069061722705,0.0,0.125382050507378, 0.5353473147464083], [0.0,0.1681632751848494,0.0, 0.0], [0.5204470202308892,0.0,0.0, 0.6038969637521617], [0.5177957560155916,0.0,0.0, 0.5821066682452001], [0.514721375985855,0.0,0.0, 0.5379275316234391], [0.5138325913399755,0.0,0.0594847946741837, 0.5295236277512293], [0.0,0.1304120109095077,0.0, 0.0], [0.5145493531511687,0.0,0.0061890281868915, 0.543516653447979], [0.5146712781076832,0.0,0.0, 0.5355737914628875], [0.5139382193963619,0.0,0.0071050708021758, 0.5355171722837677]]
0.0185, [[0.16883455487495627,0.0,0.0, 0.3517092639714147], [0.0,0.0177087813115676,0.0, 0.0], [0.5170971018712076,0.0,0.3467331087958892, 0.5654929834006199], [0.011290984031864413,0.0,0.0344487393033867, 0.026801496513892593], [0.5148834396037963,0.0,0.0, 0.5411305594707875], [0.13010494535105918,0.0,0.0636692773408024, 0.29694503354446034], [0.012550141416302021,0.0,0.0343868555355986, 0.03202112497861476], [0.0,0.1640183054320224,0.0, 0.0], [0.011986919347170544,0.0,0.0320938990870292, 0.027634415949752515], [0.0,0.0,0.0, 0.0]]
0.0098, [[0.0,0.4556672119067391,0.0, 0.0], [0.5149513433543305,0.0,0.1257395106923646, 0.5400224412508715], [0.5204913840145714,0.0,0.0, 0.606881603337191], [0.15689683653612363,0.0,0.0, 0.3407743774345136], [0.0,0.0085414435818252,0.0, 0.0], [0.1656656215089809,0.0,0.1072427782045438, 0.34789821361434203], [0.5196708049136728,0.0,0.0, 0.5929128430029212], [0.147645752205217,0.0,0.0, 0.3348288695452995], [0.14827047553477088,0.0,0.0, 0.33464707032331903], [0.13833640352233126,0.0,0.0647408436356594, 0.3034973331065584]]
0.006, [[0.18356248829189997,0.0,0.3223675002908351, 0.36148602213125486], [0.0,0.458644448408071,0.0, 0.0], [0.1656656215089809,0.0,0.1072427782045438, 0.34789821361434203], [0.16486934203193296,0.0,0.1079935260190257, 0.3473258827303293], [0.0,0.4484810548026458,0.0, 0.0], [0.15683209836725795,0.0,0.0, 0.3419796389431991], [0.13592166982364115,0.0,0.0133813876720526, 0.31006814198945337], [0.0,0.4470426858533074,0.0, 0.0], [0.0,0.4470426858533074,0.0, 0.0], [0.14759396167012445,0.0,0.0, 0.33398047317605717]]
0.0048, [[0.0,0.447903557499873,0.0, 0.0], [0.0,0.447903557499873,0.0, 0.0], [0.13132849674262065,0.0,0.0132844907198581, 0.29700056150685106], [0.5182925096750542,0.0,0.0, 0.5807801617629649], [0.0,0.2836475213661941,0.0, 0.0], [0.5182629338192661,0.0,0.0, 0.5745520520597873], [0.5179424281167452,0.0,0.0, 0.5778197875404155], [0.0,0.1596805323996432,0.0, 0.0], [0.0,0.0,0.0, 0.0], [0.1489081464980979,0.0,0.0, 0.33725959247622395]]
0.0062, [[0.0,0.1681632751848494,0.0, 0.0], [0.5223884639072703,0.0,0.0341531628861883, 0.6253151903677646], [0.0,0.0,0.0056931437844842, 0.0], [0.015327408860639982,0.0,0.0365829150319735, 0.03364994520874083], [0.0,0.0777569009768376,0.0, 0.0], [0.0,0.0777569009768376,0.0, 0.0], [0.5166866614235349,0.0,0.0, 0.5645304573555834], [0.1352516297758813,0.0,0.0134131438160491, 0.3133257824497055], [0.13303111058378822,0.0,0.014294173246927, 0.3049040414871218], [0.0,0.0,0.0169454041405854, 0.0]]
