mean:0.793095,,,,,,,,,,,,,,,,,,,,
0.8739, [[0.9922073812601744, 0.5903221170378042], [0.9831227221075275, 0.6472919730709475], [0.9830015933188254, 0.6462853278094248], [0.9827593357414214, 0.7010897835318484], [0.9581298153720232, 0.6211480517866392], [0.8884807618683974, 0.5291595141463421], [0.8901361886473242, 0.5247436], [0.9623693229765917, 0.44503348682926913], [0.89667714323723, 0.4151920702439024], [0.8998668680063814, 0.4147644351219534]]
0.9016, [[0.9748859644757941, 0.7202288223718276], [0.9632172244975057, 0.7303158860693939], [0.9880890024443074, 0.6015106369756601], [0.9808616513850907, 0.44350903024390315], [0.9127872721345902, 0.5492673112195136], [0.9861509418250765, 0.3715208976897791], [0.8850084032589415, 0.0], [0.9662454442150545, 0.0], [0.8402715039650183, 0.0], [0.8799209941334591, 0.0]]
1.1296, [[0.9913998560021613, 0.0], [0.9754512321564035, 0.9379506529209625], [0.9815884241173026, 0.8833323514972999], [0.9899463105377376, 0.7517717462686561], [0.9776315503530386, 0.7721470397643581], [0.9696774265616102, 0.7907269710358366], [0.9811846614882961, 0.7481606268656712], [0.9844955150461495, 0.4523319121951242], [0.9807405225963888, 0.6351821377524596], [0.977914184193343, 0.6847340652511651]]
0.8912, [[0.9778738079304427, 0.7268016965302948], [0.8870675926668745, 0.0], [0.900512888212792, 0.0], [0.8853314133621464, 0.0], [0.8879962467135896, 0.0], [0.8834741052687166, 0.0], [0.8494369156434664, 0.0], [0.8832318476913126, 0.0], [0.8341343120041191, 0.0], [0.7810799025526612, 0.0]]
0.9725, [[0.9578471815317188, 0.6322405240807872], [0.980134878652879, 0.6500179948213358], [0.9780353129820452, 0.6548620113930604], [0.9689102775664975, 0.6694418788192642], [0.9768240250950255, 0.6462284412221645], [0.961319540141175, 0.709680070429829], [0.9776315503530386, 0.7721470397643581], [0.9756127372080059, 0.7840269808541979], [0.9848992776751561, 0.796439862542956], [0.953526921401349, 0.0]]
0.8733, [[0.9707675856599276, 0.0], [0.9589777168929371, 0.7235793599171413], [0.9032988503529369, 0.646323252200932], [0.9455324213470198, 0.44883031414634217], [0.8998668680063814, 0.4147644351219534], [0.9519118708853229, 0.0], [0.82924878419314, 0.0], [0.8988978376967659, 0.0], [0.8311464685494706, 0.0], [0.9618848078217841, 0.0]]
0.5109, [[0.9806193938076867, 0.3727499933993558], [0.8915089815859463, 0.0], [0.8270280897336041, 0.0], [0.7369890234651486, 0.0], [0.6852448924385974, 0.0], [0.6866019939799329, 0.0], [0.6740037681670049, 0.0], [0.6360769834985337, 0.0], [0.6273098673465438, 0.0], [0.6188790241428495, 0.0]]
1.0369, [[0.9890176564910226, 0.6709139223200413], [0.9855856741444671, 0.6637049901605384], [0.9844551387832488, 0.7147104111859136], [0.9781160655078462, 0.750487104477611], [0.9767028963063235, 0.7026739513205589], [0.9756531134709068, 0.6246197824961159], [0.971211724551835, 0.854368188512518], [0.9664877017924582, 0.7605486865671637], [0.9600678759912546, 0.6112407167270845], [0.8988170851709646, 0.49497375414634104]]
0.5806, [[0.9497315526886874, 0.4530655121951218], [0.9045505145028572, 0.0], [0.8830703426397101, 0.0], [0.8730166531774474, 0.0], [0.8472162211839305, 0.0], [0.8412405342746337, 0.0], [0.8336901731122117, 0.0], [0.815520854806918, 0.0], [0.8150767159150107, 0.0], [0.8143499431827993, 0.0]]
0.6874, [[0.9011589084192025, 0.5825852760975612], [0.908870774633227, 0.42340123317073164], [0.9037026129819434, 0.0], [0.9026124538836259, 0.0], [0.9017645523627124, 0.0], [0.8609845268330532, 0.0], [0.8193162235195792, 0.0], [0.8141884381311965, 0.0], [0.8131790315586801, 0.0], [0.8090202764799128, 0.0]]
0.4864, [[0.8646587667570123, 0.0], [0.8529900267787238, 0.3842660858085931], [0.8214157891904135, 0.4100371882926855], [0.8594906051057287, 0.0], [0.86203430966847, 0.0], [0.8562605040736765, 0.0], [0.8515364813143002, 0.0], [0.8563008803365773, 0.0], [0.8204871351436984, 0.0], [0.8480237464419436, 0.0]]
0.5317, [[0.9012396609450037, 0.42340302243902617], [0.9127872721345902, 0.0], [0.9772681639869328, 0.0], [0.8832722239542133, 0.0], [0.7502324376965628, 0.0], [0.7390885891359825, 0.0], [0.6966061141917241, 0.0], [0.7254010360126614, 0.0], [0.6888958558772343, 0.0], [0.6260608535385891, 0.0]]
0.7132, [[0.8345380746331257, 0.6631175743138271], [0.8349014609992313, 0.0], [0.8339324306896159, 0.0], [0.8330441529058012, 0.439955543414634], [0.8267454558932996, 0.0], [0.795413475882393, 0.0], [0.6918502539229734, 0.0], [0.7927890187938506, 0.0], [0.7825334480170849, 0.0], [0.7914162258552285, 0.0]]
0.7069, [[0.9073364766430021, 0.6005526338684618], [0.9197319893535028, 0.0], [0.8856140472024513, 0.0], [0.8225463245516315, 0.0], [0.6581509006045027, 0.0], [0.657982764130355, 0.0], [0.6368816366248122, 0.0], [0.6309007820444137, 0.0], [0.626757418931487, 0.0], [0.6261329120275096, 0.0]]
0.7677, [[0.9530424062465412, 0.47965940682926805], [0.9723826361759538, 0.47488206048780435], [0.9056002973382743, 0.6250014997410667], [0.9646707699619289, 0.0], [0.9312392242801888, 0.0], [0.8791942214012473, 0.6025877721387881], [0.9482780072242641, 0.0], [0.9214277923953301, 0.0], [0.926676706572415, 0.0], [0.8883596330796953, 0.0]]
0.7173, [[0.9063270700704859, 0.6127770668047643], [0.8532726606190283, 0.0], [0.8165706376423352, 0.0], [0.7602457508959247, 0.0], [0.7606495135249313, 0.0], [0.7795859808253373, 0.0], [0.8029234607819145, 0.0], [0.7734891651273385, 0.0], [0.7915373546439306, 0.0], [0.7676749832696447, 0.0]]
1.0628, [[0.9647111462248297, 0.8982280412371139], [0.9001898781095867, 0.0], [0.8934066659422769, 0.0], [0.8879558704506888, 0.0], [0.8832722239542133, 0.0], [0.791577730906831, 0.0], [0.8200833725146919, 0.0], [0.7862076879410441, 0.0], [0.833084529168702, 0.0], [0.8310253397607685, 0.5400973112195111]]
0.0925, [[0.8252515341659755, 0.0], [0.6376142312621703, 0.0], [0.6359568860169996, 0.0], [0.6360769834985337, 0.0], [0.6257606098347538, 0.0], [0.6287630468731065, 0.0], [0.6326421955266582, 0.0], [0.630120148414442, 0.0], [0.6250280151973958, 0.0], [0.6293154952881634, 0.0]]
0.7447, [[0.9832438508962291, 0.0], [0.9513466032047135, 0.5938511465561886], [0.9443615097229009, 0.43869589853658714], [0.9279687469852358, 0.0], [0.925707676262799, 0.0], [0.9564743885930967, 0.0], [0.9016434235740103, 0.49620656000000185], [0.8947794588808994, 0.60510108751942], [0.8946987063550982, 0.0], [0.8911455952198406, 0.605985302951838]]
