mean:0.179398,,,,,,,,,,,,,,,,,,,,
0.1067, [[0.9670515037948766, 0.0], [0.523465108378807, 0.0], [0.5194386645786578, 0.0], [0.510375306508744, 0.0], [0.13194534220754972, 0.0], [0.1286772960521829, 0.0], [0.1279653515211649, 0.0], [0.1277821223860502, 0.0], [0.044519657588508905, 0.0], [0.04329334693120503, 0.0]]
0.0905, [[0.0, 0.2752443843344088], [0.5292992546614816, 0.0], [0.0, 0.26959080323141477], [0.04060285887793931, 0.0], [0.0, 0.26923776040221337], [0.036647979413385025, 0.0], [0.0, 0.2672638636470018], [0.0, 0.2671895475852154], [0.0, 0.2665371667112456], [0.0, 0.26618820932312476]]
0.2476, [[0.9969564356495031, 0.0], [0.0, 0.2825952957559664], [0.39623212165358834, 0.27669238035573984], [0.9966803494124286, 0.0], [0.0, 0.2771609880974273], [0.00863875701517188, 0.2765611908423745], [0.9936684115391183, 0.0], [0.0, 0.27674852349587925], [0.9927739954011263, 0.0], [0.0, 0.27616809204433374]]
0.2472, [[0.9951656670585891, 0.0], [0.3974173161344885, 0.27687754478510174], [0.958667260148825, 0.0], [0.0, 0.27151493840585766], [0.5192951386943367, 0.0], [0.0, 0.26530676166435413], [0.5188066682476975, 0.0], [0.0, 0.20848905258444841], [0.5082118045650861, 0.0], [0.0, 0.19515678945576156]]
0.0901, [[0.0, 0.27724632457078857], [0.5237483006278709, 0.0], [0.0, 0.16363181613685088], [0.5233910538468967, 0.0], [0.0, 0.12709534058450003], [0.522554502978282, 0.0], [0.0, 0.05941044093904585], [0.5195710943441912, 0.0], [0.5138208926123464, 0.0], [0.5131206310288432, 0.0]]
0.1394, [[0.006733063630981843, 0.27683043073271035], [0.9986407069192778, 0.0], [0.0, 0.2765012933516107], [0.9587101817964356, 0.0], [0.0, 0.26959080323141477], [0.5133215672668929, 0.0], [0.0, 0.26785353216369384], [0.2777079824562001, 0.0], [0.0, 0.2673067344823551], [0.12818859304271277, 0.0]]
0.1359, [[0.0, 0.2637913032732075], [0.995183900690845, 0.0], [0.0, 0.14758066386234794], [0.5080938479979719, 0.0], [0.0437260325996687, 0.0], [0.03592665266761714, 0.0], [0.03313709946449272, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]
0.0879, [[0.0, 0.270742375282101], [0.5082576363600794, 0.0], [0.0, 0.2675642642889383], [0.043948170331246025, 0.0], [0.0, 0.26687620692422137], [0.04064618263428419, 0.0], [0.0, 0.2650316924304987], [0.04001509071861049, 0.0], [0.0, 0.2640651294237617], [0.0368963321567634, 0.0]]
0.5215, [[0.9979420199487734, 0.0], [0.0, 0.9426503077387909], [0.37696739934972784, 0.841978128188527], [0.9642231931207428, 0.0], [0.0, 0.8695016806940294], [0.007064476569645628, 0.27693382418629536], [0.008369708209845308, 0.2766358726575169], [0.9597532101052901, 0.0], [0.006375435680516967, 0.2768933175997593], [0.5327781291214475, 0.0]]
0.2069, [[0.9976044557126774, 0.0], [0.0, 0.953613092666926], [0.001177412761607591, 0.6992144111528316], [0.0031769282932961667, 0.47358539142819955], [0.9973937201044838, 0.0], [0.0, 0.9356477303293202], [0.9971294131165654, 0.0], [0.0, 0.8786533211618961], [0.9969052846634407, 0.0], [0.0, 0.2724012544091342]]
0.2008, [[0.39782516652861427, 0.27676852996539564], [0.5301444894491478, 0.0], [0.008776454814000582, 0.27654093097510823], [0.5214043661439236, 0.0], [0.0, 0.270589363680436], [0.52010515536585, 0.0], [0.0, 0.26923962144134805], [0.5079061788584729, 0.0], [0.0, 0.26824000317624835], [0.10020061860143314, 0.0]]
0.1879, [[0.3987316540419453, 0.27684046145873387], [0.27739947315942565, 0.0], [0.0, 0.2654803702001037], [0.13221025180048665, 0.0], [0.0, 0.2635369381622804], [0.13191581582583692, 0.0], [0.0, 0.14571110960879735], [0.038437222955679876, 0.0], [0.0, 0.09012639552911458], [0.0, 0.07325531426396636]]
0.125, [[0.9958453135989505, 0.0], [0.0, 0.15391629022694958], [0.9642231931207428, 0.0], [0.0, 0.14237095162550306], [0.13528872202840786, 0.0], [0.0, 0.12213897043446885], [0.1331738604447947, 0.0], [0.0, 0.08313607048855251], [0.13229607147069844, 0.0], [0.0, 0.02142630224545805]]
0.2614, [[0.3974173161344885, 0.27687754478510174], [0.0002731328282176725, 0.7803879158358136], [0.5323779451851639, 0.0], [0.0, 0.8763744378264084], [0.001177412761607591, 0.6992144111528316], [0.3949409633355135, 0.27678279195573313], [0.5299418646712826, 0.0], [0.0, 0.8695016806940294], [0.5227144318208112, 0.0], [0.0, 0.27295500618532575]]
0.5169, [[0.9585038028968339, 0.0], [0.0, 0.8786533211618961], [0.37696739934972784, 0.841978128188527], [0.39782516652861427, 0.27676852996539564], [0.5298856604174225, 0.0], [0.0013054523981937593, 0.8015577166904053], [0.010154260644765285, 0.27673348218793364], [0.514265702243755, 0.0], [0.0, 0.27721252226717263], [0.5136993177456273, 0.0]]
0.0943, [[0.5088228147583391, 0.0], [0.0, 0.3344448766578191], [0.13497910894166287, 0.0], [0.0, 0.2221776869807473], [0.13191581582583692, 0.0], [0.0, 0.042934369228612046], [0.034976013555463245, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]
0.5229, [[0.3974173161344885, 0.27687754478510174], [0.0, 0.9871169223531451], [0.3731689821135019, 0.985457923950108], [0.007064476569645628, 0.27693382418629536], [0.2764637352118744, 0.0], [0.0, 0.2768365911666862], [0.13452655505372896, 0.0], [0.0, 0.26891857964024807], [0.1311307452092686, 0.0], [0.13090750368772075, 0.0]]
0.2441, [[0.9586688737445999, 0.0], [0.3992780300773777, 0.27678761607516006], [0.0, 0.2771709985038199], [0.28013659633894794, 0.0], [0.0, 0.2748592842993029], [0.27994232930412755, 0.0], [0.0, 0.2727407117721794], [0.27966914128641135, 0.0], [0.0, 0.2722284455106237], [0.2764637352118744, 0.0]]
0.2017, [[0.9969564356495031, 0.0], [0.0, 0.9202873179679754], [0.9945863861754227, 0.0], [0.0, 0.2768365911666862], [0.5284841723705218, 0.0], [0.0, 0.2766690785202026], [0.5232048320272397, 0.0], [0.0, 0.2688350779100286], [0.5228393837671614, 0.0], [0.522109210906926, 0.0]]
