mean:0.241741,,,,,,,,,,,,,,,,,,,,
0.2158, [[0.34441027131422136, 0.0], [0.0, 0.5385005389696172], [0.3044300923894396, 0.31763886430063343], [0.10830425744547946, 0.5100758229854687], [0.2931742467689339, 0.0], [0.0, 0.498497328929987], [4.603933941308104e-05, 0.4983589405548216], [0.28150727042365387, 0.0], [0.1986755895375614, 0.0], [0.08575813522995099, 0.0]]
0.2836, [[0.0, 0.5462809550706034], [0.07823399176012513, 0.5225574293262879], [0.4254, 0.390337828810032], [0.0, 0.5071514715984149], [0.15226297823883433, 0.32871540292275914], [0.33595925086051404, 0.0], [0.4254, 0.0], [0.2585935846961963, 0.0], [0.23507690723906965, 0.0], [0.09194056080830472, 0.0]]
0.3078, [[0.0, 0.5048783143989437], [0.0, 0.48890650198150576], [0.8334862576436978, 0.0], [0.0, 0.5019211598414793], [0.0, 0.5015003566710697], [0.4254, 0.38539972860126176], [0.5720736568289424, 0.0], [0.0, 0.50187759313078], [0.0, 0.4984096829590491], [0.0, 0.17028595407098607]]
0.2505, [[0.0, 0.528973011889036], [0.2980529980362634, 0.405506659707728], [0.48947252085309884, 0.0], [0.42579095792742105, 0.11284698538621839], [0.0, 0.5083726208718624], [0.27897653240670606, 0.3179832651357007], [0.487731060151889, 0.0], [0.4254, 0.0], [0.4254, 0.0], [0.041113130096052206, 0.48696855217965634]]
0.3131, [[0.9538620411753878, 0.021368045929032024], [0.02085582075421233, 0.5138492126816381], [0.0, 0.5184639524438576], [0.0, 0.5449845083440308], [0.1930650232577156, 0.4864616406869225], [0.4254, 0.0], [0.0, 0.5391763355350069], [0.4254, 0.0], [0.0, 0.5314463196829589], [0.31067927940601897, 0.38281165762005354]]
0.3049, [[0.6569752408915686, 0.0], [0.3424825250269434, 0.5101883276089826], [0.0, 0.5435738536585367], [0.0, 0.5451795994865213], [0.4254, 0.0], [0.311017320224167, 0.0], [0.02962302638819664, 0.48754619550858647], [0.0, 0.5443306649550707], [0.0, 0.5438941668806163], [0.0, 0.35450494780794256]]
0.2386, [[0.4254, 0.0], [0.29649070128211874, 0.0], [0.0, 0.5347294557463678], [0.09111842974735343, 0.5100545521796563], [0.2616176795828748, 0.5048127080581246], [0.2868793785607135, 0.0], [0.41927260817657597, 0.0], [0.0, 0.5343873289299871], [0.3873871364106964, 0.0], [0.0, 0.5320918758256272]]
0.1863, [[0.0, 0.5274586842800535], [0.3069060129764175, 0.21198884342381244], [0.5676232572591877, 0.0], [0.0, 0.5447324261874199], [0.3161062049730478, 0.0], [0.26736437349139525, 0.0], [0.43318679102885044, 0.0], [0.0, 0.5114151149273447], [0.4254, 0.0], [0.0, 0.49876282959048873]]
0.098, [[0.0, 0.5470438664955072], [0.33288033854386634, 0.0], [0.0, 0.5332430620871866], [0.1515787628388531, 0.0], [0.0, 0.5327610092470279], [0.0644813833725315, 0.0], [0.0, 0.5229608058124178], [0.0, 0.0], [0.0, 0.0], [0.0, 0.5179649854689563]]
0.2136, [[0.0, 0.5251939841479522], [0.4254, 0.0], [0.0, 0.5224631202113611], [0.07066380895088523, 0.49263555614266846], [0.42090799483734753, 0.21064669311064788], [0.0, 0.521772715984148], [0.3855781612216863, 0.0], [0.048367614577886145, 0.06975129853861894], [0.35501744401341495, 0.0], [0.056338997344870176, 0.0]]
0.125, [[0.0, 0.5318330383091153], [0.0, 0.18614865135700256], [0.6183406127425328, 0.0], [0.4254, 0.0], [0.4254, 0.0], [0.3521121202250057, 0.0], [0.24339088411785198, 0.0], [0.2411525057274106, 0.0], [0.034746547160045195, 0.0], [0.06432353420882923, 0.0]]
0.5094, [[0.7383939035517766, 0.498096002642008], [0.3741944082645845, 0.5116744649933956], [0.4254, 0.0], [0.423977770915667, 0.0], [0.0, 0.513797445178336], [0.4254, 0.0], [0.0, 0.5241755482166446], [0.0, 0.5270776036988114], [0.08250907327707185, 0.0], [0.2718411302722781, 0.0]]
0.1468, [[0.0, 0.5216935270805818], [0.33332801422195407, 0.0], [0.0, 0.5371796988110965], [0.10160882208509193, 0.4899723487450464], [0.23409932973793768, 0.0], [0.0, 0.32488141127348924], [0.10327939240094505, 0.0], [0.0, 0.143787348643014], [0.10024079599966927, 0.0], [0.0, 0.0]]
0.2266, [[0.5116600201573853, 0.2170029144050134], [0.0, 0.535032116248349], [0.0, 0.5439778177150193], [0.48568860624306415, 0.10650089352818898], [0.0, 0.523795492734478], [0.0, 0.541541751651255], [0.3849568970153601, 0.0], [0.26976720417174693, 0.015016889352816575], [0.0, 0.5187809643328931], [0.0223553878093872, 0.047932492693116696]]
0.3051, [[0.47487435028370806, 0.16294211273487733], [0.277103603549398, 0.5127341611624836], [0.0, 0.5453690423620026], [0.4254, 0.28960058455115895], [0.0, 0.5449358767650834], [0.10214156301258875, 0.4887765706737121], [0.4254, 0.0], [0.0, 0.5167745891677674], [0.42117294574886865, 0.0], [0.004011999577442314, 0.49989120739762216]]
0.2776, [[0.0, 0.5216212575957728], [0.0, 0.5049129114927351], [0.25121150412690424, 0.2562291565762026], [0.6402486183540337, 0.2238605427974936], [0.0, 0.5151441690885074], [0.38132067416068366, 0.0], [0.29759618611984684, 0.21416667223382282], [0.4643395880171376, 0.0], [0.0, 0.0], [0.3530805614878088, 0.0]]
0.1899, [[0.2174805122187012, 0.49120246763540293], [0.0, 0.513619077939234], [0.17406664231823601, 0.0], [0.0, 0.26908341127349494], [0.0, 0.48954385733157235], [0.06781594695575023, 0.0], [0.04079085472015921, 0.0], [0.025630757956217345, 0.0], [0.0, 0.0], [0.0, 0.0]]
0.3185, [[0.4254, 0.0], [0.0, 0.545139270860077], [0.4254, 0.4971339471598414], [0.4254, 0.012069223382054978], [0.0, 0.5198501426684283], [0.4254, 0.0], [0.3642998621550004, 0.0], [0.21943566722096444, 0.0], [0.4254, 0.0], [0.0, 0.0]]
0.2331, [[0.2931742467689339, 0.4929246340819026], [0.2753951269819994, 0.0], [0.23673056637649764, 0.0], [0.06801983545886606, 0.0], [0.051439096221600464, 0.0], [0.04861096537192801, 0.0], [0.0, 0.3635049519833108], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]
0.2358, [[0.0, 0.5177081981505944], [0.836560688264349, 0.0], [0.4105749092880032, 0.0], [0.18412460869795982, 0.4906663408190222], [0.46743551815261986, 0.0], [0.0, 0.11841311064717848], [0.4254, 0.0], [0.0, 0.0921778705636749], [0.38993614690430123, 0.0], [0.08901377423131811, 0.0]]
0.2079, [[0.4254, 0.0], [0.3540215940356266, 0.0], [0.4254, 0.0], [0.2144015999020535, 0.4871174478203434], [0.2331308884751346, 0.0], [0.09935289445384188, 0.3555432150313123], [0.052031030585485395, 0.0], [0.0, 0.4876317912813744], [0.07664234602612313, 0.0], [0.0, 0.5096024834874507]]
0.2424, [[0.0, 0.5236230198150595], [0.0, 0.5441425211810013], [0.4254, 0.0], [0.0, 0.5255550752972262], [0.3839793195142282, 0.2745077244258937], [0.0, 0.5182558573315723], [0.291191683051686, 0.3775443507306842], [0.15520510445875396, 0.2775516200417582], [0.043336172484864224, 0.0], [0.0, 0.4994296565389695]]
0.3317, [[0.4254, 0.4925048560105685], [0.5867793249724819, 0.0], [0.0, 0.5355587608982827], [0.0, 0.5314886050198155], [0.28588352858292515, 0.0], [0.21943566722096444, 0.0], [0.0, 0.5281370435931313], [0.4254, 0.0], [0.22459764187647216, 0.0], [0.4254, 0.0]]
0.3557, [[0.836560688264349, 0.0], [0.4826141756224129, 0.0], [0.7524115872207652, 0.0], [0.4254, 0.49029986789960367], [0.4254, 0.0], [0.22123550617164628, 0.49330622721268186], [0.2709640513927583, 0.0], [0.13638918095927002, 0.5080281875825626], [0.21697801911064293, 0.0], [0.17028065043834018, 0.0]]
0.3564, [[0.0, 0.49353200528401603], [0.4982013238739712, 0.48693498018494047], [0.0, 0.5402155297225897], [0.0, 0.4927531862615587], [0.3376311824745991, 0.14513962839249667], [0.37939292787340567, 0.0], [0.0, 0.5259745970937914], [0.2240220588617876, 0.0], [0.0, 0.5057358097754291], [0.2109755105289289, 0.0]]
0.2517, [[0.23870399385541727, 0.5035479920739767], [0.6837421368545894, 0.0], [0.0, 0.5314445257595771], [0.0, 0.5214769749009248], [0.0, 0.5182963487450463], [0.0, 0.5242701136063413], [0.0, 0.5113308005284022], [0.4565567636487724, 0.0], [0.0, 0.4953466869220608], [0.4254, 0.0]]
0.2683, [[0.4254, 0.390337828810032], [0.22708269870177894, 0.0], [0.238950672290282, 0.0], [0.0, 0.0], [0.22339165841713257, 0.0], [0.2105278348508405, 0.0], [0.0, 0.48539912549537634], [0.0, 0.0], [0.0, 0.4969535297225893], [0.0, 0.4862784042272132]]
0.0964, [[0.0, 0.4920399735799213], [0.3495722459697291, 0.0], [0.04679569998934765, 0.0], [0.0, 0.5140388560105682], [0.23779950626091226, 0.0], [0.0, 0.0], [0.0, 0.5006016010568032], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]
0.1018, [[0.0, 0.49299434081902255], [0.4254, 0.0], [0.2918403559729975, 0.0], [0.0, 0.07648230897704196], [0.4254, 0.0], [0.2988387145324999, 0.0], [0.0, 0.0], [0.28528967309158354, 0.0], [0.0, 0.0], [0.21463000586026182, 0.0]]
0.1075, [[0.10031314353303289, 0.0], [0.0, 0.5496857962798946], [0.4254, 0.0], [0.3258728437460351, 0.0], [0.0, 0.12733207933194798], [0.0, 0.5432206076618233], [0.35876330172803117, 0.0], [0.21230026508653707, 0.0], [0.002005999788721157, 0.0], [0.0, 0.5333506974900925]]
0.2051, [[0.0, 0.544114675224647], [0.26165422453618764, 0.3615550354906105], [0.3536926894558068, 0.0], [0.0, 0.5437990500641849], [0.19064746217778059, 0.0], [0.22139995846155586, 0.0], [0.2614258185779793, 0.0], [0.27773400399405235, 0.0], [0.0, 0.5212888692206074], [0.08200921759201309, 0.4919864121532366]]
0.3523, [[0.3683198070194666, 0.6523665252435794], [0.35047673356423414, 0.0], [0.1808859891380493, 0.5113861558784678], [0.02268424023376772, 0.0], [0.0, 0.4597092734864254], [0.0, 0.0], [0.0, 0.0], [0.0, 0.4871464068692211], [0.0, 0.0], [0.0, 0.0]]
0.0672, [[0.03401649477792055, 0.0], [0.0, 0.5381112575957726], [0.0, 0.493944607661823], [0.033444291559498636, 0.0], [0.0, 0.5334088718626162], [0.0, 0.0], [0.0, 0.5324719313077937], [0.0, 0.0], [0.0, 0.5233639260237786], [0.0, 0.48683426420079273]]
0.296, [[0.7206353043024154, 0.0], [0.310405192256169, 0.5079705257595771], [0.0, 0.5626294158547394], [0.4438720498992284, 0.0], [0.30956465832996205, 0.4862558520475562], [0.0, 0.5447035070603339], [0.4254, 0.0], [0.3034616511266365, 0.2555555490605543], [0.0, 0.5400520264200792], [0.0, 0.521265548216645]]
0.5099, [[0.8075148437293767, 0.41733784133611873], [0.4254, 0.3536844634655649], [0.42380418238742856, 0.0], [0.4029004690922041, 0.0], [0.396541647215685, 0.49865570673712023], [0.3618970314746494, 0.0], [0.32855889781456493, 0.0], [0.323661874070579, 0.0], [0.32214525850807596, 0.0], [0.09439379989418357, 0.0]]
0.2773, [[0.4474624688757952, 0.0], [0.3361511118654089, 0.5102598282694852], [0.3998124205372282, 0.0], [0.03139225243136392, 0.3968004091858005], [0.20443396388584315, 0.06546148225471078], [0.0, 0.49737561426684257], [0.32284874885935727, 0.0], [0.06330409169324963, 0.0], [0.2844034579737349, 0.0], [0.0, 0.49641202113606325]]
0.2485, [[0.4254, 0.0], [0.0, 0.5248085468956412], [0.35552907335980144, 0.0], [0.3163620196462414, 0.12607096450940014], [0.26701719643491906, 0.5140052840158523], [0.266450749658562, 0.0], [0.2636276520151079, 0.5090924966974906], [0.030017649297453264, 0.0], [0.0, 0.5029267820343463], [0.0, 0.5122474953764867]]
0.0922, [[0.4171438646460742, 0.0], [0.2868793785607135, 0.0], [0.8221560133284262, 0.0], [0.41009982489493024, 0.0], [0.29338438025048574, 0.0], [0.5485101885755524, 0.0], [0.27091837020111664, 0.0], [0.4080258987943991, 0.0], [0.4254, 0.0], [0.20760423858577418, 0.0]]
0.2633, [[0.5932936779658908, 0.0], [0.0, 0.5370033817701453], [0.3972360013286381, 0.0], [0.0, 0.5216822509907528], [0.34703237171445245, 0.20101359916493972], [0.0, 0.5108600237780715], [0.23802791221912056, 0.4866692232496696], [0.10830425744547946, 0.5100758229854687], [0.2155801746464085, 0.0], [0.0, 0.0]]
