mean:0.014536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01, [[0.1773887357397968,0.2173539001492541, 0.013724280224876493], [0.06650626755435347,0.1125110104425423, 0.004213594805883134], [0.08461268594611462,0.1408762712175621, 0.003491264267731739], [0.009826987759631053,0.0197471073816525, 0.0005216831664426741], [0.0037141371060022874,0.0310796397965527, 0.00040129474341744155], [0.0037528260341898115,0.0350154893777755, 0.0002809063203922091], [0.0036754481778147638,0.0373905710216169, 0.0], [0.0037141371060022874,0.0327082672094725, 8.025894868348831e-05], [0.00046426713825028555,0.0312832182231677, 0.00024077684605046496], [0.0005029560664378094,0.0282974012994814, 0.00020064737170872077]]
0.0039, [[0.04429882277471479,0.1722273489162681, 4.0129474341744155e-05], [0.02038906515482506,0.0732882335813907, 0.0006822010638096507], [0.013192924511945628,0.0304689045167078, 0.0003611652690756974], [0.008821075626755435,0.0271437902153298, 0.00032103579473395324], [0.002785602829501716,0.0347440514756222, 0.00012038842302523248], [3.868892818752387e-05,0.0033929737769162, 0.00020064737170872077], [0.0,0.0282974012994814, 0.00032103579473395324], [0.0037141371060022874,0.0348119109511605, 8.025894868348831e-05], [0.0004255782100627617,0.002307222168303, 0.00016051789736697662], [0.0032498699677520025,0.0337261593425473, 0.0]]
0.0176, [[0.30618417767606365,0.2690374604788259, 0.017255673966949978], [0.0001160667845625716,0.0012214705596898, 0.00252815688352988], [3.868892818752387e-05,0.0005428758043065, 0.002648545306555113], [0.0,0.0348797704266989, 0.00032103579473395324], [0.026695360449391446,0.0238865353894903, 0.0008427189611766264], [0.00046426713825028555,0.0331832835382407, 0.0], [0.006693184576441622,0.0314189371742443, 0.0008427189611766264], [0.00046426713825028555,0.0297224502857862, 0.00016051789736697662], [0.0004255782100627617,0.0295188718591712, 0.0005618126407844182], [0.00046426713825028555,0.0272116496908682, 0.0002809063203922091]]
0.0185, [[0.28819382606886507,0.2793623684154686, 0.02580325200174147], [0.11184969139013141,0.1787418585679473, 0.001484790550644533], [0.1042279725371892,0.1767739337773358, 0.0016453084480115097], [0.08194314990117547,0.133547447859423, 0.003411005319048251], [0.084419241305177,0.1635413360473625, 0.0016854379223532536], [0.066544956482541,0.1293401603760469, 0.00814628329137406], [0.09358851728562015,0.1642199308027458, 0.0015249200249862773], [0.0004255782100627617,0.0013571895107664, 0.0019663442427454623], [0.006847940289191718,0.0042072874833761, 0.0006420715894679065], [0.002862980685876764,0.0342011756713156, 0.0]]
0.0198, [[0.34614984049377573,0.2684893917356137, 0.02030551401692253], [0.08720484413467872,0.1285937061451253, 0.006059550625603364], [0.07010433787579319,0.1440656665678634, 0.004173465331541389], [0.07401191962273308,0.1112216804073142, 0.003170228472997786], [0.03168623218558202,0.0828564196322945, 0.0007624600124931382], [0.03110589826276916,0.0287045581527113, 0.0008025894868348822], [0.06828595825097956,0.0770205047359985, 0.0005216831664426741], [0.007118762786504387,0.0264651954599466, 0.0006822010638096507], [0.01535950449044696,0.0250401464736418, 0.0004815536921009299], [0.015166059849509344,0.028636698677173, 0.0005216831664426741]]
0.0051, [[0.07880934671798606,0.1527516794367689, 0.012721043366332887], [0.05795601442491071,0.1114252588339291, 0.004333983228908366], [0.032343943964769924,0.0567983810255778, 0.00032103579473395324], [0.0027469139013141914,0.0354226462310055, 0.0008828484355183706], [0.02924882970976802,0.0760026126029236, 0.0006822010638096507], [0.022014000138701063,0.0804134785129147, 0.0004815536921009299], [0.0034820035368771456,0.033861878293624, 0.0007223305381513948], [0.003056425326814382,0.0366441167906953, 0.00040129474341744155], [0.022671711917888967,0.0627700148729503, 0.0003611652690756974], [0.0028242917576892386,0.0273473686419448, 0.0005618126407844182]]
0.0295, [[0.3064936891015638,0.2693380143057487, 0.028612315205663562], [0.3591880092929713,0.443241944270504, 0.0030899695243142974], [0.0004255782100627617,0.0040715685322994, 0.0015249200249862773], [0.0,0.0011536110841515, 0.00024077684605046496], [0.0,0.0, 0.00016051789736697662], [0.00019344464093761936,0.0008143137064598, 4.0129474341744155e-05], [7.737785637504774e-05,0.0018322058395347, 0.00016051789736697662], [0.0,0.0004071568532299, 0.00032103579473395324], [0.002862980685876764,0.0004750163287682, 8.025894868348831e-05], [7.737785637504774e-05,0.0059716338473725, 0.0005618126407844182]]
0.0043, [[0.07192271750060682,0.1429120554837118, 0.003451134793389995], [0.0034820035368771456,0.0400370905676115, 0.0004815536921009299], [0.0034820035368771456,0.0316225156008593, 0.0005216831664426741], [0.017526084468948298,0.0258544601801017, 0.00044142421775918573], [0.003520692465064669,0.0323011103562425, 0.00040129474341744155], [0.007002696001941814,0.0240222543405669, 0.00020064737170872077], [0.00046426713825028555,0.0032572548258395, 0.00012038842302523248], [0.0,6.785947553832931e-05, 0.00024077684605046496], [0.0029016696140642868,0.0027822384970713, 8.025894868348831e-05], [0.0,0.0, 8.025894868348831e-05]]
0.0289, [[0.2861820018031138,0.2658728054776974, 0.021910692990592295], [0.36545561565935014,0.443354748103603, 0.004414242177591854], [0.28676233572592663,0.2748010221009929, 0.0015249200249862773], [0.09583247512049653,0.1833563029045534, 0.0015249200249862773], [0.01926708623738687,0.0895745077105886, 8.025894868348831e-05], [0.01946053087832449,0.0876744423955155, 0.00016051789736697662], [0.036058081070772206,0.0624307174952587, 0.00040129474341744155], [0.0298678525607684,0.0617521227398755, 0.0002809063203922091], [0.0165588612642602,0.0605306521801856, 0.00016051789736697662], [0.015166059849509344,0.0591056031938808, 4.0129474341744155e-05]]
0.0057, [[0.0790801692152987,0.1473907808692413, 0.0038925590111491795], [0.09583247512049653,0.1833563029045534, 0.0015249200249862773], [0.023638935122577063,0.041597858504993, 0.0006019421151261624], [0.018841508027324108,0.057884132634191, 4.0129474341744155e-05], [3.868892818752387e-05,0.0028500979726096, 0.0005216831664426741], [0.006422362079128956,0.0396299337143816, 0.0004815536921009299], [0.01520474877769687,0.0278902444462514, 0.0002809063203922091], [0.00046426713825028555,0.0358976625597737, 0.00040129474341744155], [0.0005029560664378094,0.0358976625597737, 0.0], [0.014198836644821248,0.026125898082255, 0.00024077684605046496]]
0.007, [[0.13541124865633342,0.1938066621374554, 0.001484790550644533], [0.02027299837026249,0.0825171222546028, 0.0007624600124931382], [0.0,0.033658299867009, 0.0002809063203922091], [0.00046426713825028555,0.0270080712642532, 0.00032103579473395324], [0.00046426713825028555,0.0358976625597737, 0.0], [0.018106418391761157,0.0242936922427202, 0.0006019421151261624], [0.007234829571066956,0.0251080059491801, 0.0004815536921009299], [0.00046426713825028555,0.0335225809159324, 0.0], [0.007853852422067339,0.0239543948650286, 0.0003611652690756974], [0.002050513193938763,0.0029858169236862, 0.0005618126407844182]]
