HV,front
mean:0.21399614524141863,
0.177465549801283,"[[0.6716722821814024, 0.1022205622489947], [0.8858477524473516, 0.0], [0.0, 0.026537670682729882], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]"
0.4990778021882157,"[[0.908303932293774, 0.3721046005531411], [0.8661985950817309, 0.3959639573291173], [0.4053297659168457, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]"
0.06782901990198839,"[[0.5782901990198839, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]"
0.30118220577907207,"[[0.0, 0.233], [0.8119294937862098, 0.22993284248103502], [0.17313289768491785, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]"
0.010000000000000002,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]"
0.38620381710203183,"[[0.6563662015314929, 0.40802808376135824], [0.6649179401043533, 0.1278536813922343], [0.0, 0.10495813029897365], [0.15983918385484555, 0.0], [0.15895293626617085, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]"
0.47406204854852785,"[[0.6580642495886909, 0.4970326890557073], [0.7511106733688143, 0.1307763186077643], [0.1452160986417652, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]"
0.33387464036943815,"[[0.8066273402113577, 0.0], [0.6444798651311113, 0.3266870169893312], [0.0, 0.12732966532797788], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]"
0.1595634850824335,"[[0.6427818170739135, 0.11481878179384067], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]"
0.6175206910347366,"[[0.8343856736326323, 0.5608841600000001], [0.0, 0.14198132083891027], [0.0836218912290945, 0.08676936635430503], [0.6491109052871042, 0.019836711289602467], [0.4333220411246755, 0.029610026773760713], [0.0, 0.005791209281569422], [0.043297625944544275, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]"
0.04118343990415285,"[[0.0, 0.11300032128514083], [0.19883407775638773, 0.0], [0.0, 0.10546031236055238], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]"
0.010000000000000002,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]"
