0.0008, [[0.0, 0.5422, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.11639902396621875, 0.0], [0.0, 0.4241246055309213, 0.0, 0.6735339460169325, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.3732066096866097, 0.0, 0.6725113346246092, 0.0], [0.0, 0.3723548792208442, 0.0, 0.6707529702290147, 0.0], [0.0, 0.19507105427386132, 0.0, 0.1766114587216936, 0.0], [0.0, 0.1955046625109783, 0.0, 0.17565246044803942, 0.0], [0.0, 0.1874209660904398, 0.0, 0.15640921082491774, 0.0]]
0.0012, [[0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.5422, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.3727884874579611, 0.0, 0.672440007673818, 0.0], [0.0, 0.14231022342180236, 0.0, 0.21272267329411088, 0.0], [0.0, 0.18385918414269292, 0.0, 0.16014297567716523, 0.0], [0.0, 0.1807155244235946, 0.0, 0.16006995550404435, 0.0], [0.0, 0.146197211547387, 0.0, 0.13030206492843366, 0.0], [0.0, 0.1351247154924348, 0.0, 0.11880868967920767, 0.0]]
0.0012, [[0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.38743825146912864, 0.0, 1.0, 0.0], [0.0, 0.19123052417368205, 0.0, 0.21855093336311962, 0.0], [0.0, 0.245958078101236, 0.0, 1.0, 0.0], [0.0, 0.146197211547387, 0.0, 0.13030206492843366, 0.0], [0.0, 0.21116101707259602, 0.0, 1.0, 0.0], [0.0, 0.0033697554427378966, 0.0, 0.0014214593700863992, 0.0], [0.0, 0.0034471854850802205, 0.0, 0.0002726086463179405, 0.0], [0.0, 0.00155789245192754, 0.0, 0.00012170028853479437, 0.0], [0.0, 0.003571073552827935, 0.0, 0.001606443808659288, 0.0]]
0.0002, [[0.0, 0.19507105427386132, 0.0, 0.1766114587216936, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.13744761676270448, 0.0, 0.11810769601724724, 0.0], [0.0, 0.0010158821555312765, 0.0, 0.03224570845017912, 0.0], [0.0, 0.0025025389685038803, 0.0, 0.0013922513008380476, 0.0], [0.0, 0.003245867374990182, 0.0, 9.736023082783688e-05, 0.0], [0.0, 0.004608636120215066, 0.0, 0.0, 0.0], [0.0, 0.002982605231026281, 0.0, 0.0, 0.0], [0.0, 0.001372060350305963, 0.0, 0.0, 0.0], [0.0, 9.291605081079118e-06, 0.0, 0.0, 0.0]]
0.0005, [[0.0, 0.006714733271926252, 0.0, 0.6795017634486296, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.22576432305835817, 0.0, 1.0, 0.0], [0.0, 0.3747397245249877, 0.0, 0.6746290472994622, 0.0], [0.0, 0.01637800255624817, 0.0, 0.10604963142921982, 0.0], [0.0, 0.360817802911838, 0.0, 0.6789125408116579, 0.0], [0.0, 0.1840450162443145, 0.0, 0.1603571681849865, 0.0], [0.0, 0.002053444722918408, 0.0, 0.02987985484106271, 0.0], [0.0, 9.291605081079118e-06, 0.0, 0.0, 0.0], [0.0, 0.004190513891566523, 0.0, 0.0, 0.0]]
0.0012, [[0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.2931904039300531, 0.0, 0.45613323809977807, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.14231022342180236, 0.0, 0.21272267329411088, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.17627103999314525, 0.0, 0.15640434281337634, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0019450426636391553, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.001960528672107617, 0.0, 0.0, 0.0]]
0.0012, [[0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.19291849909674472, 0.0, 0.1751461872477347, 0.0], [0.0, 0.07999452534470079, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.1912150381652136, 0.0, 1.0, 0.0], [0.0, 0.17619360995080297, 0.0, 1.0, 0.0], [0.0, 0.004639608137151995, 0.0, 0.0, 0.0], [0.0, 7.123563895493623e-05, 0.0, 0.0, 0.0]]
0.0009, [[0.0, 0.6608903114593273, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.18701832987025968, 0.0, 0.15614633820168258, 0.0], [0.0, 0.1880713784461153, 0.0, 0.15614147019014119, 0.0], [0.0, 0.003214895358053254, 0.0, 0.05672207048029697, 0.0], [0.0, 0.0031374653157109295, 0.0, 0.0, 0.0], [0.0, 0.0013565743418374962, 0.0, 0.0, 0.0], [0.0, 0.0034936435104856163, 0.0, 0.000165512392407322, 0.0], [0.0, 0.0040201677984134125, 0.0, 0.0, 0.0], [0.0, 0.00160435047733293, 0.0, 0.0, 0.0]]
0.0004, [[0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.17789707088233406, 0.0, 0.16278630594414095, 0.0], [0.0, 0.18926380109818708, 0.0, 0.1560343739362306, 0.0], [0.0, 0.18664666566701654, 0.0, 0.15638487076721078, 0.0], [0.0, 0.22576432305835817, 0.0, 1.0, 0.0], [0.0, 0.004608636120215066, 0.0, 0.0565808981455966, 0.0], [0.0, 0.002053444722918408, 0.0, 0.029738682506362357, 0.0], [0.0, 0.0014030323672428917, 0.0, 0.0, 0.0], [0.0, 0.0013565743418374962, 0.0, 0.0, 0.0], [0.0, 0.0014030323672428917, 0.0, 0.0, 0.0]]
0.0006, [[0.0, 0.2924006174981614, 0.0, 1.0, 0.0], [0.0, 0.4756155836885661, 0.0, 0.6725175369681563, 0.0], [0.0, 0.18327071582089127, 0.0, 0.1600991635732927, 0.0], [0.0, 0.0038033636798549073, 0.0, 0.04523843125415377, 0.0], [0.0, 0.002037958714449941, 0.0, 0.030152463487380658, 0.0], [0.0, 0.00473252418796278, 0.0, 0.04493661453858748, 0.0], [0.0, 0.000984910138594348, 0.0, 0.03171509519216742, 0.0], [0.0, 0.002982605231026281, 0.0, 0.0, 0.0], [0.0, 0.012599416489942806, 0.0, 0.004142677821724404, 0.0], [0.0, 0.0034471854850802205, 0.0, 0.0, 0.0]]
0.0012, [[0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.28770835693221664, 0.0, 0.5873463377454333, 0.0], [0.0, 0.008031043991745746, 0.0, 0.67188373498694, 0.0], [0.0, 0.12687067297874316, 0.0, 0.11895473002544943, 0.0], [0.0, 0.00155789245192754, 0.0, 0.00012170028853479437, 0.0], [0.0, 0.001372060350305963, 0.0, 0.0, 0.0]]
0.0011, [[0.0, 1.0, 0.0, 0.2796626894554873, 0.0], [0.0, 0.5422, 0.0, 1.0, 0.0], [0.0, 0.8136739343203149, 0.0, 1.0, 0.0], [0.0, 0.3901637889595785, 0.0, 0.6686162628770488, 0.0], [0.0, 0.3723548792208442, 0.0, 0.6707529702290147, 0.0], [0.0, 0.3593311460988654, 0.0, 1.0, 0.0], [0.0, 0.14635207163207165, 0.0, 0.1302144407206886, 0.0], [0.0, 0.18718867596341282, 0.0, 1.0, 0.0], [0.0, 0.18720416197188125, 0.0, 1.0, 0.0], [0.0, 0.1326779261544174, 0.0, 0.12052222974177756, 0.0]]
0.0008, [[0.0, 0.5648236278641048, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0040112415101068236, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.004040449579355176, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.5422, 0.0, 1.0, 0.0], [0.0, 0.37134828867039393, 0.0, 0.6725186999075714, 0.0]]
0.0005, [[0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.2868875984833879, 0.0, 0.4549407105969844, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.2366355010032203, 0.0, 1.0, 0.0], [0.0, 0.18847401466629538, 0.0, 0.15598569382081665, 0.0], [0.0, 0.0037723916629179787, 0.0, 0.0, 0.0], [0.0, 0.004314401959314236, 0.0, 0.0, 0.0], [0.0, 0.004484748052467352, 0.0, 0.0, 0.0], [0.0, 0.001310116316432106, 0.0, 6.815216157948512e-05, 0.0], [0.0, 0.0014804624095852159, 0.0, 0.0, 0.0]]
