run,budget,hv
1,10,0.016146848773668832
1,20,0.11134535501549658
1,30,0.11134535501549658
1,40,0.11134535501549658
1,50,0.11141304627232718
1,60,0.11143402049415999
1,70,0.11143402049415999
1,80,0.1115017117509906
1,90,0.11150171175099059
1,100,0.11156940300782114
1,110,0.11156940300782114
1,120,0.11156940300782117
1,130,0.1115904415206854
1,140,0.11159044152068538
1,150,0.11159044152068542
1,160,0.11159044152068542
1,170,0.11159044152068542
1,180,0.11159044152068542
1,190,0.11159044152068542
1,200,0.11159044152068542
1,210,0.11159044152068542
1,220,0.11159044152068542
1,230,0.11159044152068542
1,240,0.11159044152068542
1,250,0.11159044152068542
1,260,0.11159044152068542
1,270,0.11159044152068542
1,280,0.11159044152068542
1,290,0.11159053631764726
1,300,0.11159053631764726
2,10,0.017193624094548235
2,20,0.017193624094548235
2,30,0.11213191356415145
2,40,0.11213216116925386
2,50,0.11213216116925386
2,60,0.1121998524260845
2,70,0.1122675436829151
2,80,0.11429799720189572
2,90,0.11429799720189572
2,100,0.11429799720189572
2,110,0.1142979972018957
2,120,0.11429799720189572
2,130,0.11429799720189572
2,140,0.11429799720189572
2,150,0.11429799720189572
2,160,0.11429799720189572
2,170,0.11429799720189572
2,180,0.11429799720189572
2,190,0.11429799720189572
2,200,0.1142979972018957
2,210,0.1142979972018957
2,220,0.1142979972018957
2,230,0.1142979972018957
2,240,0.11429799720189565
2,250,0.11429799720189565
2,260,0.11429799720189565
2,270,0.11429799720189565
2,280,0.11429799720189565
2,290,0.11429799720189565
2,300,0.11429799720189565
3,10,0.014470473568032844
3,20,0.017830766679374763
3,30,0.11355328786462537
3,40,0.11355328786462536
3,50,0.11368867037828659
3,60,0.11368867037828659
3,70,0.11368867037828659
3,80,0.1136886703782866
3,90,0.1136886703782866
3,100,0.1136886703782866
3,110,0.1136886703782866
3,120,0.1136886703782866
3,130,0.1136886703782866
3,140,0.1136886703782866
3,150,0.11368867037828664
3,160,0.11368867037828664
3,170,0.11368867037828664
3,180,0.11368867037828664
3,190,0.11368867037828664
3,200,0.11368867037828664
3,210,0.11368867037828664
3,220,0.11368867037828664
3,230,0.11375636163511724
3,240,0.11375636163511724
3,250,0.11375636163511724
3,260,0.1136886703782865
3,270,0.11375636163511715
3,280,0.11375636163511715
3,290,0.11443299001748575
3,300,0.11443299001748575
4,10,0.010187704918032794
4,20,0.11066872663312796
4,30,0.11066872663312799
4,40,0.11066872663312799
4,50,0.11355353546972785
4,60,0.11355353546972785
4,70,0.11355353546972785
4,80,0.11355353546972786
4,90,0.11355353546972786
4,100,0.11355353546972788
4,110,0.11368891798338907
4,120,0.11368891798338904
4,130,0.11368891798338907
4,140,0.11368891798338907
4,150,0.11368891798338907
4,160,0.11368891798338907
4,170,0.11368891798338907
4,180,0.11368891798338907
4,190,0.11368891798338907
4,200,0.11368891798338907
4,210,0.11368891798338904
4,220,0.11382430049705022
4,230,0.11382430049705022
4,240,0.11382430049705022
4,250,0.11382430049705022
4,260,0.11382430049705022
4,270,0.11382430049705022
4,280,0.11382430049705022
4,290,0.11382430049705022
4,300,0.11382430049705022
5,10,0.1101362521377012
5,20,0.11068982779743836
5,30,0.11068982779743838
5,40,0.11071082344961505
5,50,0.1113874518319837
5,60,0.11145514308881416
5,70,0.11145514308881418
5,80,0.11145514308881418
5,90,0.11145514308881418
5,100,0.11145514308881418
5,110,0.11145514308881418
5,120,0.11145514308881418
5,130,0.11301189990294926
5,140,0.11301189990294926
5,150,0.11307959115977985
5,160,0.11307959115977985
5,170,0.11307959115977985
5,180,0.11307959115977985
5,190,0.11307959115977985
5,200,0.11307959115977985
5,210,0.11307983876488233
5,220,0.11307983876488231
5,230,0.1131475300217129
5,240,0.1131475300217129
5,250,0.1131475300217129
5,260,0.1131475300217129
5,270,0.11314767211468164
5,280,0.11314767211468164
5,290,0.11314767211468164
5,300,0.11314767211468164
6,10,0.01977337158469946
6,20,0.01984106284153006
6,30,0.01984106284153006
6,40,0.01990875409836066
6,50,0.11035269824631999
6,60,0.1108041091467892
6,70,0.1108041091467892
6,80,0.1108041091467892
6,90,0.11082510479896582
6,100,0.1108251047989658
6,110,0.11150173318133441
6,120,0.11150173318133441
6,130,0.11150173318133441
6,140,0.11150173318133438
6,150,0.11150173318133438
6,160,0.11150173318133438
6,170,0.11353229221244873
6,180,0.11353229221244873
6,190,0.11353229221244873
6,200,0.11353229221244873
6,210,0.11353229221244873
6,220,0.11353229221244879
6,230,0.11355367756269649
6,240,0.11355367756269648
6,250,0.11355367756269648
6,260,0.11355367756269648
6,270,0.11368906007635772
6,280,0.11368906007635772
6,290,0.115042316841095
6,300,0.115042316841095
7,10,0.020065728775377267
7,20,0.020065728775377267
7,30,0.020201111289038474
7,40,0.1105934346598379
7,50,0.1105934346598379
7,60,0.1105934346598379
7,70,0.11244951628909658
7,80,0.11517855191256834
7,90,0.11517855191256834
7,100,0.11517855191256834
7,110,0.11517855191256834
7,120,0.11517855191256834
7,130,0.11517855191256834
7,140,0.11517855191256834
7,150,0.11517855191256834
7,160,0.11517855191256834
7,170,0.11517855191256834
7,180,0.11517855191256834
7,190,0.11517855191256834
7,200,0.11517855191256834
7,210,0.11517855191256834
7,220,0.11517855191256834
7,230,0.11517855191256834
7,240,0.11517855191256834
7,250,0.11517855191256834
7,260,0.11517855191256839
7,270,0.11517855191256839
7,280,0.11517855191256839
7,290,0.11517855191256839
7,300,0.11517855191256839
8,10,0.10992962006796347
8,20,0.11018295845752706
8,30,0.11020394339453182
8,40,0.11020394339453182
8,50,0.11020394339453182
8,60,0.11040701716502357
8,70,0.11040701716502357
8,80,0.11040701716502357
8,90,0.11096059282476076
8,100,0.11096059282476076
8,110,0.11096059282476087
8,120,0.11096059282476087
8,130,0.11096059282476087
8,140,0.11299090425077268
8,150,0.11299090425077268
8,160,0.11299090425077268
8,170,0.11301191061812127
8,180,0.11301191061812127
8,190,0.1130119106181213
8,200,0.11301191061812117
8,210,0.11301191061812117
8,220,0.11301191061812117
8,230,0.11301191061812117
8,240,0.11301191061812117
8,250,0.11301191061812117
8,260,0.11301191061812117
8,270,0.11301191061812117
8,280,0.11301191061812117
8,290,0.11301191061812117
8,300,0.11301191061812117
9,10,0.010187704918032794
9,20,0.010187704918032798
9,30,0.010255396174863398
9,40,0.11143428952960624
9,50,0.11353229221244876
9,60,0.11359998346927933
9,70,0.11366767472610992
9,80,0.11366767472610992
9,90,0.11366767472610992
9,100,0.11366767472610992
9,110,0.11366767472610992
9,120,0.11366767472610992
9,130,0.11366767472610989
9,140,0.11366767472610989
9,150,0.11366767472610989
9,160,0.11366767472610989
9,170,0.11366767472610989
9,180,0.11366767472610989
9,190,0.11366767472610992
9,200,0.11366767472610992
9,210,0.11366767472610992
9,220,0.11366767472610992
9,230,0.11366767472610992
9,240,0.11366767472610992
9,250,0.11366767472610992
9,260,0.11366767472610989
9,270,0.11434444520144721
9,280,0.11434444520144722
9,290,0.11461521022876955
9,300,0.11461521022876954
10,10,0.010120013661202198
10,20,0.017306087558774948
10,30,0.11134535501549658
10,40,0.11134535501549658
10,50,0.11148073752915777
10,60,0.11148073752915777
10,70,0.11427675394461662
10,80,0.11427675394461662
10,90,0.11427675394461662
10,100,0.11427675394461662
10,110,0.11427675394461662
10,120,0.11434444520144721
10,130,0.11434444520144721
10,140,0.11434444520144722
10,150,0.11434444520144722
10,160,0.11434444520144722
10,170,0.11434444520144722
10,180,0.11434444520144721
10,190,0.11434444520144721
10,200,0.11434444520144721
10,210,0.11434444520144721
10,220,0.11434444520144721
10,230,0.11434444520144721
10,240,0.11434444520144721
10,250,0.11434444520144721
10,260,0.11434444520144726
10,270,0.11436583055169497
10,280,0.11436583055169497
10,290,0.11436583055169491
10,300,0.11436583055169491
11,10,0.11075751905426892
11,20,0.11075751905426892
11,30,0.11075751905426892
11,40,0.11075751905426892
11,50,0.11075751905426892
11,60,0.11089290156793014
11,70,0.11089290156793014
11,80,0.11156952995029876
11,90,0.11156952995029873
11,100,0.11156952995029873
11,110,0.11156952995029873
11,120,0.11156952995029873
11,130,0.11156952995029873
11,140,0.11156952995029873
11,150,0.11156952995029873
11,160,0.11156952995029874
11,170,0.11156952995029874
11,180,0.11292278671503593
11,190,0.11292278671503593
11,200,0.11292278671503593
11,210,0.11292278671503593
11,220,0.18654766791834024
11,230,0.1865687690826506
11,240,0.1865687690826506
11,250,0.1865687690826506
11,260,0.1865687690826506
11,270,0.1865687690826506
11,280,0.1865687690826506
11,290,0.1865687690826506
11,300,0.1865687690826506
12,10,0.11023398272350823
12,20,0.11023398272350823
12,30,0.1103737046136685
12,40,0.11082521031109957
12,50,0.11082521031109957
12,60,0.11082521031109957
12,70,0.11082521031109957
12,80,0.11082521031109957
12,90,0.11096059282476076
12,100,0.11096059282476076
12,110,0.11098157776176545
12,120,0.11436471967360848
12,130,0.11436471967360845
12,140,0.11436471967360845
12,150,0.11436471967360844
12,160,0.11436471967360833
12,170,0.11436471967360833
12,180,0.11436471967360834
12,190,0.11436500385954589
12,200,0.11436500385954589
12,210,0.11436540427278892
12,220,0.11436540427278892
12,230,0.11436540427278892
12,240,0.11436540427278903
12,250,0.11436540427278903
12,260,0.11436540427278903
12,270,0.11436540427278903
12,280,0.11436540427278903
12,290,0.11436540427278903
12,300,0.11436540427278903
13,10,0.1101029395863461
13,20,0.1101029395863461
13,30,0.11023832210000731
13,40,0.1103737046136685
13,50,0.11037370461366852
13,60,0.1103737046136685
13,70,0.1103737046136685
13,80,0.1103737046136685
13,90,0.1103737046136685
13,100,0.11039471098101702
13,110,0.11039471098101702
13,120,0.11233514014278388
13,130,0.11233514014278391
13,140,0.11233514014278391
13,150,0.11233514014278391
13,160,0.11233514014278391
13,170,0.11233514014278391
13,180,0.11233514014278388
13,190,0.11233514014278388
13,200,0.11233514014278388
13,210,0.11233514014278388
13,220,0.11233514014278388
13,230,0.11233514014278388
13,240,0.11233514014278388
13,250,0.11233514014278388
13,260,0.1123351401427839
13,270,0.1123351401427839
13,280,0.1123351401427839
13,290,0.1123351401427839
13,300,0.1123351401427839
14,10,0.11017063084317669
14,20,0.11204336874811291
14,30,0.11204336874811288
14,40,0.11217875126177412
14,50,0.11217875126177412
14,60,0.11217875126177415
14,70,0.11224644251860472
14,80,0.11224644251860472
14,90,0.11224644251860472
14,100,0.11224644251860474
14,110,0.11226743817078134
14,120,0.11226743817078134
14,130,0.11226743817078134
14,140,0.11294474043715853
14,150,0.11294474043715853
14,160,0.11294474043715853
14,170,0.11294474043715853
14,180,0.11294474043715853
14,190,0.11294474043715853
