mean:0.697426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6105, [[0.16243565556072412,0.0156612787019511,0.0404472428736883,0.3832239627502349, 0.16102053959034773], [0.0,0.0001660491050954,0.0023732094435472,0.0, 0.0011788095010880576], [0.11229467167919539,9.081650084510497e-05,0.0003483522151264,0.1477885533060528, 0.1597263905237857], [0.1421103065390163,0.0161744725380876,0.0341471539141703,0.3781580518947441, 0.16083679676920898], [0.00034195766785104047,0.0001217156061622,0.0027234809546248,0.0015715380012251, 0.004373482308658656], [1.0,1.0,1.0,0.1477485650617468, 0.15967721831021767], [0.012329687147572857,0.0003003930412568,0.0004827029317041,0.018486565342656, 0.02834591081818053], [0.2375971928609397,0.0253662846502505,0.0542709719615568,1.0, 1.0], [1.0,1.0,1.0,1.0, 1.0], [0.0,0.0001163418487157,0.0022148675275807,0.0, 0.0029866476014962264]]
1.6105, [[1.0,1.0,1.0,1.0, 1.0], [1.0,0.0580172348949167,0.154083957899023,1.0, 1.0], [1.0,1.0,1.0,0.2573363485822939, 0.32128450982429424], [0.21482146004626868,0.0322151385157586,0.0649230644902163,0.8656368234357279, 1.0], [1.0,1.0,1.0,0.3582080948104931, 0.15996907186418963], [1.0,1.0,1.0,0.0172669238913235, 0.02901456326627672], [1.0,1.0,1.0,0.0024912676202627, 0.004844015512874472], [1.0,1.0,1.0,0.0014115850240012, 0.0028132932631009053], [1.0,1.0,1.0,0.0024512793759567, 0.005165959284180024], [1.0,1.0,1.0,0.0173668945020885, 0.017498882215731586]]
1.6105, [[1.0,1.0,1.0,1.0, 1.0], [1.0,1.0,1.0,0.0173469003799355, 0.0297079806198579], [1.0,1.0,1.0,0.0172069415248645, 0.028989798360791665], [1.0,1.0,1.0,0.0014115850240012, 0.0028132932631009053], [0.1758546123581371,0.0167360301912423,0.0425200825008869,0.388015706806623, 0.1612], [0.0,0.0213574615951944,0.0437628266292305,1.0, 1.0], [0.16247407777059503,0.0159501181646981,0.0390221656299893,0.3804032556819899, 0.16100180191081256], [0.0,0.0165882518614648,0.0439595544642193,1.0, 1.0], [0.0,0.0152851156806992,0.0443626066139523,1.0, 1.0], [0.012502587091991915,0.0003957772359314,0.0022628499263584,0.0174868592350064, 0.0]]
0.5844, [[1.0,1.0,0.290210023231487,1.0, 1.0], [1.0,1.0,1.0,0.0174868592350064, 0.0297079806198579], [1.0,1.0,1.0,0.0025312558645687, 0.003704829860562462], [0.1991978115582589,0.0249592225236815,0.0534600694222129,0.7641079558890953, 1.0], [1.0,0.000696707652933,0.0060870471089447,0.8562849545136458, 0.0], [0.10910562825991042,0.0119950326841065,0.0311002715917835,0.3579265180979012, 0.15997009391943698], [0.005701855944842042,3.0361729572475868e-05,0.0,0.0072898569369807, 0.06544373923477537], [0.005596194867697059,1.4240457233107952e-05,0.0,0.0075497805249696, 0.06467602716473901], [0.011253865271187562,0.0003769690848688,0.000271580377082,0.0178867416780663, 0.029237447415642083], [0.00037077432525421905,0.0,0.0,0.0036709208272892, 0.0049430751348146255]]
1.6105, [[1.0,1.0,1.0,1.0, 1.0], [0.0,1.0,1.0,1.0, 1.0], [1.0,1.0,1.0,0.4776093116941888, 0.41127719898517245], [1.0,0.0069396703663531,0.3487053655814365,1.0, 0.0], [1.0,1.0,1.0,0.3869462092930065, 0.26567955961167544], [1.0,0.5687295380625648,0.1482397017278936,1.0, 1.0], [1.0,0.0592706638193026,0.1632246048661835,1.0, 1.0], [0.21577712079481554,0.0674145932294065,0.0840296556835146,0.8465334330735262, 1.0], [1.0,0.0580172348949167,0.154083957899023,1.0, 1.0], [1.0,0.0580158914555551,0.1549572375567779,1.0, 1.0]]
1.45, [[1.0,1.0,0.290210023231487,1.0, 1.0], [0.0,1.0,1.0,1.0, 1.0], [0.0,1.0,1.0,1.0, 1.0], [1.0,1.0,1.0,0.8130825173137713, 1.0], [0.0,1.0,0.6458270919338305,1.0, 1.0], [1.0,1.0,1.0,0.4776093116941888, 0.41127719898517245], [0.0,0.0213520878377479,0.043220625523042,1.0, 1.0], [1.0,1.0,1.0,0.0014115850240012, 0.0028132932631009053], [0.21563460998143574,0.0348254411953746,0.0801238884230061,0.807338939697401, 1.0], [0.2141518687981092,0.0323091792710716,0.0771009973000081,0.8050951762747037, 1.0]]
0.0678, [[0.8591620430161833,0.052639447130376,0.1716599105713112,1.0, 1.0], [1.0,1.0,1.0,0.0173469003799355, 0.0297079806198579], [0.2145385341667647,0.0323763512391523,0.0664153170922042,0.8655283463236891, 1.0], [0.2192,0.0323024620742635,0.0776240054466855,0.8396308631548466, 1.0], [0.16634511541508853,0.0169227682625066,0.0346893550203588,0.3887591681267121, 0.1612], [0.15816118471258614,0.0152354084243195,0.0355194505192138,0.3866621626092515, 0.1610832256455199], [0.15159098682466168,0.0002211301189216,0.0018981836956476,0.1573257495730298, 0.1607224401431974], [0.11184321071321227,9.081650084510497e-05,0.0002955715764709,0.1490281888795383, 0.15965779926051757], [0.005865150336793382,0.0001284328029702,0.0027378756742581,0.0049905328893867, 0.06432931848794841], [0.0004091965351251215,0.0001176852880773,0.0020949115306363,0.0001519553283627, 0.0018226970436991954]]
1.4139, [[1.0,1.0,1.0,0.8523169759417002, 1.0], [0.0,1.0,1.0,1.0, 1.0], [0.11231388278413085,0.0115046773171174,0.0321366914053828,0.3593047620069036, 0.15997191090654342], [0.012243237175363322,0.0002829283295559,0.0017878241784587,0.0174268768685475, 0.018118004852857666], [0.012147181650686067,0.000320544631681,0.0017638329790699,0.0175668357236184, 0.029732745525342958], [0.0008798686060436882,0.0001069377731844,0.0026227179171915,0.0, 0.001525518177878665], [0.0,0.0001069377731844,0.0020661220913697,0.0, 0.0031600019398915122], [0.002493601420621624,0.0001284328029702,0.004378873712457,0.0081496041895593, 0.0], [0.0013025129146236217,0.0001244024848854,0.0024979636803694,0.0, 0.0013521638394833788], [0.00148501841151041,0.0001190287274389,0.0052809428094786,0.0063101449514841, 0.0]]
1.3623, [[0.0,1.0,1.0,1.0, 1.0], [1.0,1.0,1.0,0.8130825173137713, 1.0], [0.0,1.0,1.0,1.0, 1.0], [1.0,0.0005825153071958,0.0072338264397329,0.9684845442918848, 0.0], [0.2192,0.036793579860139,0.0843511377553254,0.8805895369320238, 1.0], [1.0,1.0,1.0,0.0024712734981097, 0.005141194378695003], [1.0,1.0,1.0,0.0050505152558456, 0.004819250607389416], [1.0,1.0,1.0,0.0025312558645687, 0.003704829860562462], [0.0,1.0,0.4102283972942618,1.0, 0.0], [0.0,0.0214891186526326,0.043115064245731,1.0, 1.0]]
0.1609, [[1.0,0.0005825153071958,0.0072338264397329,0.9684845442918848, 0.0], [0.19947633230762093,0.0014208214688429,0.0738381941831214,0.3529569361177708, 0.8368468712928248], [1.0,1.0,1.0,0.3582080948104931, 0.15996907186418963], [0.16914033118319674,0.0169845664731409,0.0423041617063871,0.3866918022632086, 0.1612], [0.14382970043073923,0.0163007558380794,0.0353946962823917,0.3885961500299484, 0.1608266897784294], [1.0,1.0,1.0,0.0024512793759567, 0.005165959284180024], [1.0,1.0,1.0,0.0024112911316507, 0.006552793991342453], [0.1781311282929881,0.0159662394370375,0.0397371033717777,0.3805119344131657, 0.16103144151298637], [0.16247407777059503,0.0157056122008844,0.0405288129516105,0.3805983834038737, 0.1611182026473189], [0.16243565556072412,0.0156612787019511,0.0404472428736883,0.3832239627502349, 0.16102053959034773]]
1.3424, [[1.0,1.0,1.0,0.8130825173137713, 1.0], [1.0,0.0354864133612886,0.0791210562885512,1.0, 1.0], [1.0,1.0,1.0,0.4778888222401661, 0.41263803517892667], [0.2192,0.036793579860139,0.0843511377553254,0.8805895369320238, 1.0], [0.2192,0.0364348815505881,0.0839336908859591,0.8803097801693974, 1.0], [0.0,0.0311726295711461,0.0778975051197187,1.0, 1.0], [0.21563146636055236,0.0338474173401196,0.0778255315215521,0.8081610820202215, 1.0], [0.0,0.0213373100047702,0.0432782044015753,1.0, 1.0], [0.0,0.0180042369486059,0.0427168103358757,1.0, 1.0], [0.00101434634059185,0.0001190287274389,0.0019557625741809,0.0, 0.0003615676200816338]]
