mean:0.087987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1215, [[0.9327009968910012,0.9526396047195124, 0.0], [0.9327009968910012,0.9526396047195124, 0.0], [0.9646020740256223,0.7972642728344047, 0.0], [0.0,0.0, 0.9893809796977219], [0.9324147051731264,0.8005878093453168, 0.0], [0.9580378139229213,0.7789848220243936, 0.0], [0.9581707350776492,0.7623671394698366, 0.0], [0.0,0.0, 0.9835238657793817], [0.9579048927681937,0.7071877726574813, 0.0], [0.0,0.0, 0.9792896770809841]]
0.0835, [[0.0,0.1214098488140713, 0.0], [0.0,0.0, 0.0], [0.0,0.0, 0.0], [0.853520887490198,0.6333395591631966, 0.0], [0.8682240121439112,0.660256197726534, 0.0], [0.0,0.0, 0.9845792274983082], [0.8580606561593556,0.6304638499149768, 0.0], [0.0,0.0, 0.0], [0.30687415329641254,0.2725061183413006, 0.0], [0.1531219964230987,0.1594693625488899, 0.0]]
0.1263, [[0.0,0.0, 0.9948003052109178], [0.9579764656976626,1.0, 0.0], [0.0,0.0, 0.9936998683735622], [0.900043291644854,0.7590436029589245, 0.0], [0.9344187471982499,0.749903877553919, 0.0], [0.8959125111440887,0.769014212491659, 0.0], [0.0,0.0, 0.9808326160613576], [0.921024384683393,0.6991357867624659, 0.0], [0.0,0.0, 0.9797774752988945], [0.8957080170598923,0.6932693398960975, 0.0]]
0.0294, [[0.0,0.0353953477733814, 0.0], [0.0,0.0353953477733814, 0.0], [0.0,0.0, 0.9999996317392283], [0.0,0.0940069989250018, 0.0], [0.0,0.0, 0.0], [0.0,0.098193545435832, 0.0], [0.3291598477295872,0.351063754531448, 0.0], [0.0,0.0643205782118436, 0.0], [0.0,0.0, 0.9948003052109178], [0.3290880153723653,0.346977303676348, 0.0]]
0.1057, [[0.9915339449142737,0.7038519499295465, 0.0], [0.9578639939513547,0.7798157061521207, 0.0], [0.9578639939513547,0.7798157061521207, 0.0], [0.0,0.0, 0.9948003052109178], [0.990583047422761,0.690853744127593, 0.0], [0.900043291644854,0.7590436029589245, 0.0], [0.8950740853988839,0.7640289077252909, 0.0], [0.9437027786207617,0.7071877726574813, 0.0], [0.0,0.0, 0.9798835344010828], [0.8942663337663087,0.7174993965725321, 0.0]]
0.1153, [[0.0,0.0, 0.9806957703586733], [0.18619493841727516,0.0784025982937262, 0.0], [0.9361058233928692,0.914418934844032, 0.0], [0.9403388509357327,0.6746347439676331, 0.0], [0.9403388509357327,0.6746347439676331, 0.0], [0.21719806912819234,0.1073278287321883, 0.0], [0.0,0.0, 0.0], [0.0,0.0, 0.0], [0.9398991886547106,0.7623671394698366, 0.0], [0.0,0.057469865739576, 0.0]]
0.0956, [[0.993210796404683,0.6854474107409397, 0.0], [0.0,0.0, 0.9741212844574778], [0.0,0.0, 0.0], [0.9379155960380063,0.6795809638745711, 0.0], [0.0,0.0, 0.0], [0.0,0.0, 0.0], [0.0,0.0, 0.0], [0.0,0.0, 0.0], [0.0,0.0, 0.0], [0.0,0.0, 0.0]]
0.1232, [[0.0,0.0, 0.0], [0.0,0.0, 0.0], [0.0,0.1214098488140713, 0.0], [0.9601850018069822,0.9842132015731702, 0.0], [0.9646020740256223,0.7972642728344047, 0.0], [0.0,0.0213133276914984, 0.0], [0.5818198225227981,0.5671280598596992, 0.0], [0.9279465094334374,0.8113893030057785, 0.0], [0.6676050908431415,0.6134396511655156, 0.0], [0.0,0.0, 0.7846462905027939]]
0.0287, [[0.33021495907500986,0.3367611765385978, 0.0], [0.0,0.0, 0.0], [0.0,0.0, 0.0], [0.0,0.0924846183756092, 0.0], [0.0,0.0, 0.0], [0.0,0.0589922462889686, 0.0], [0.0,0.0, 0.0], [0.0,0.0593728414263169, 0.0], [0.0,0.0, 0.0], [0.0,0.0, 0.9895835231220389]]
0.1031, [[0.0,0.0, 0.0], [0.9575265787124305,0.875367380840823, 0.0], [0.0,0.0357759429107297, 0.0], [0.9277011165324021,0.7067276591777664, 0.0], [0.1599920083419963,0.0563280803275316, 0.0], [0.8941947608368399,0.7051172619987631, 0.0], [0.172895299958898,0.0932458086503053, 0.0], [0.8930393692611309,0.6953398505548157, 0.0], [0.8616597520412103,0.6643972190439708, 0.0], [0.8364558561640176,0.6583007154377445, 0.0]]
0.1174, [[0.0,0.0, 0.0], [0.0,0.0, 0.0], [0.0,0.0, 0.0], [0.0,0.0, 0.0], [0.9988650578327107,0.7316244267439059, 0.0], [0.0,0.0, 0.0], [0.0,0.0, 0.0], [0.9332020073972822,0.983382317445443, 0.0], [0.0,0.0, 0.0], [0.9106974334314804,0.674174630487918, 0.0]]
