mean:0.570125,,,,,,,,,,,,,,,,,,,,
0.5604, [[1.0, 0.0], [0.0, 0.9426503077387909], [0.37365133833064124, 0.9357403409728537], [0.0, 0.9314752900858934], [0.3769260072258314, 0.9149539371574087], [0.3759301127248841, 0.8584876291596534], [0.3770173458458961, 0.8555524781388927], [0.3754554830375388, 0.8757757761664313], [0.37696739934972784, 0.841978128188527], [0.38160359317361675, 0.7506243433898729]]
0.5646, [[1.0, 0.0], [0.0, 0.9985375235875551], [0.37753833471200543, 0.9072173652725619], [0.37934496294633674, 0.8414723527989979], [0.3769260072258314, 0.9149539371574087], [0.3773186805078619, 0.9091635669213187], [0.37365133833064124, 0.9357403409728537], [0.9978645673515812, 0.0], [0.9997415019568712, 0.0], [0.4671759450878656, 0.0]]
0.5848, [[0.9986407069192778, 0.0], [0.3731689821135019, 0.985457923950108], [0.9984193215789701, 0.0], [0.37555675576733866, 0.9141105187966707], [0.997821484344393, 0.0], [0.39782516652861427, 0.27676852996539564], [0.9974337372796998, 0.0], [0.3976088236943824, 0.276742683394908], [0.9959008212936049, 0.0], [0.3990754846177781, 0.2767293764272221]]
0.5872, [[0.0, 0.9902659598601595], [0.3731689821135019, 0.985457923950108], [0.3769260072258314, 0.9149539371574087], [0.3992780300773777, 0.27678761607516006], [0.40244507945043734, 0.2766940381985657], [0.9995504522171306, 0.0], [0.4653402610883967, 0.0], [0.4674198184812248, 0.0], [0.46770831756970893, 0.0], [0.9984193215789701, 0.0]]
0.5882, [[0.3731689821135019, 0.985457923950108], [0.9981054772007643, 0.0], [0.3769260072258314, 0.9149539371574087], [0.37684625840045766, 0.8794057826405961], [0.3767074568116584, 0.8755177893737314], [0.38160359317361675, 0.7506243433898729], [0.40017154805855465, 0.27681040513883554], [0.9956960559897781, 0.0], [0.9951656670585891, 0.0], [0.9946649682896574, 0.0]]
0.5511, [[0.37753833471200543, 0.9072173652725619], [0.9997415019568712, 0.0], [0.37941174223955626, 0.7907525903578048], [0.3987316540419453, 0.27684046145873387], [0.40244507945043734, 0.2766940381985657], [0.9986407069192778, 0.0], [0.9979420199487734, 0.0], [0.9973937201044838, 0.0], [0.9939290072567544, 0.0], [0.0, 0.31919008753315503]]
0.5704, [[0.9981054772007643, 0.0], [0.4014312483624683, 0.276895178638894], [0.37934496294633674, 0.8414723527989979], [0.37365133833064124, 0.9357403409728537], [0.37941174223955626, 0.7907525903578048], [0.37885543209438877, 0.8461806117657212], [0.37684625840045766, 0.8794057826405961], [0.0, 0.9985375235875551], [0.9962737232771697, 0.0], [0.9618915472261036, 0.0]]
0.5859, [[0.3731689821135019, 0.985457923950108], [0.9990829935211605, 0.0], [0.3773186805078619, 0.9091635669213187], [0.3754554830375388, 0.8757757761664313], [0.3767074568116584, 0.8755177893737314], [0.9986407069192778, 0.0], [0.9572540729692229, 0.0], [0.3987316540419453, 0.27684046145873387], [0.4671759450878656, 0.0], [0.39782516652861427, 0.27676852996539564]]
0.569, [[0.9995504522171306, 0.0], [0.0, 1.0], [0.3987316540419453, 0.27684046145873387], [0.3992780300773777, 0.27678761607516006], [0.510967019104105, 0.0], [0.37365133833064124, 0.9357403409728537], [0.3769260072258314, 0.9149539371574087], [0.0, 0.9094893579351735], [0.3773186805078619, 0.9091635669213187], [0.3754554830375388, 0.8757757761664313]]
0.589, [[0.9997415019568712, 0.0], [0.37934496294633674, 0.8414723527989979], [0.4014312483624683, 0.276895178638894], [0.4016837403182363, 0.2766934620772664], [0.3987316540419453, 0.27684046145873387], [0.3773186805078619, 0.9091635669213187], [0.3731689821135019, 0.985457923950108], [0.37753833471200543, 0.9072173652725619], [0.38160359317361675, 0.7506243433898729], [0.37684625840045766, 0.8794057826405961]]
0.5885, [[0.9986407069192778, 0.0], [0.37934496294633674, 0.8414723527989979], [0.37753833471200543, 0.9072173652725619], [0.37684625840045766, 0.8794057826405961], [0.37684625840045766, 0.8794057826405961], [0.3767074568116584, 0.8755177893737314], [0.3731689821135019, 0.985457923950108], [0.38160359317361675, 0.7506243433898729], [0.40017154805855465, 0.27681040513883554], [0.3990754846177781, 0.2767293764272221]]
0.589, [[0.0, 0.9985375235875551], [0.38160359317361675, 0.7506243433898729], [0.37934496294633674, 0.8414723527989979], [0.9986407069192778, 0.0], [0.37885543209438877, 0.8461806117657212], [0.3974173161344885, 0.27687754478510174], [0.3731689821135019, 0.985457923950108], [0.9981054772007643, 0.0], [0.3769260072258314, 0.9149539371574087], [0.9956960559897781, 0.0]]
0.5866, [[0.9986407069192778, 0.0], [0.3731689821135019, 0.985457923950108], [0.3769260072258314, 0.9149539371574087], [0.3773186805078619, 0.9091635669213187], [0.4014312483624683, 0.276895178638894], [0.46536462430573533, 0.0], [0.3767074568116584, 0.8755177893737314], [0.9981054772007643, 0.0], [0.9979420199487734, 0.0], [0.9962737232771697, 0.0]]
0.5571, [[0.0, 0.9871169223531451], [1.0, 0.0], [0.0, 0.953613092666926], [0.0, 0.9356477303293202], [0.3769260072258314, 0.9149539371574087], [0.38160359317361675, 0.7506243433898729], [0.3770173458458961, 0.8555524781388927], [0.3770173458458961, 0.8555524781388927], [0.3770173458458961, 0.8555524781388927], [0.9995504522171306, 0.0]]
0.5633, [[0.9976044557126774, 0.0], [0.37365133833064124, 0.9357403409728537], [0.9975950968571835, 0.0], [0.9974337372796998, 0.0], [0.9971156975524793, 0.0], [0.9969564356495031, 0.0], [0.3773186805078619, 0.9091635669213187], [0.3754554830375388, 0.8757757761664313], [0.0, 0.3344448766578191], [0.40244507945043734, 0.2766940381985657]]
0.5711, [[0.40244507945043734, 0.2766940381985657], [0.0, 1.0], [0.37941174223955626, 0.7907525903578048], [0.37365133833064124, 0.9357403409728537], [0.3773186805078619, 0.9091635669213187], [0.37934496294633674, 0.8414723527989979], [1.0, 0.0], [0.3770173458458961, 0.8555524781388927], [0.9997415019568712, 0.0], [0.9986011738227942, 0.0]]
