run,budget,hv
9,70,0.00010000000000000003
9,80,0.00010000000000000003
9,90,0.00010000000000000003
9,100,0.00010000000000000003
9,110,0.00010000000000000003
9,120,0.00010000000000000003
9,130,0.00010000000000000003
9,140,0.00010000000000000003
9,150,0.00010000000000000003
9,160,0.00010000000000000003
9,170,0.00010000000000000003
9,180,0.00010000000000000003
9,190,0.00010000000000000003
9,200,0.00010000000000000003
9,210,0.00010000000000000003
9,220,0.00010000000000000003
9,230,0.00010000000000000003
9,240,0.00010000000000000003
9,250,0.00010000000000000003
9,260,0.00010000000000000003
9,270,0.00010000000000000003
9,280,0.00010000000000000003
9,290,0.00010000000000000003
9,300,0.00010000000000000003
10,10,0.00010000000000000003
10,20,0.00010000000000000003
10,30,0.00010000000000000003
10,40,0.00010000000000000003
10,50,0.00010000000000000003
10,60,0.00010000000000000003
10,70,0.00010000000000000003
10,80,0.00010000000000000003
10,90,0.00010000000000000003
10,100,0.00010000000000000003
10,110,0.00010000000000000003
10,120,0.00010000000000000003
10,130,0.00010000000000000003
10,140,0.00010000000000000003
10,150,0.00010000000000000003
10,160,0.00010000000000000003
10,170,0.00010000000000000003
10,180,0.00010000000000000003
10,190,0.00010000000000000003
10,200,0.00010000000000000003
10,210,0.00010000000000000003
10,220,0.00010000000000000003
10,230,0.00010000000000000003
10,240,0.00010000000000000003
10,250,0.00010000000000000003
10,260,0.00010000000000000003
10,270,0.00010000000000000003
10,280,0.00010000000000000003
10,290,0.00010000000000000003
10,300,0.00010000000000000003
11,10,0.00010000000000000003
11,20,0.00010000000000000003
11,30,0.00010000000000000003
11,40,0.00010000000000000003
11,50,0.00010000000000000003
11,60,0.00010000000000000003
11,70,0.00010000000000000003
11,80,0.00010000000000000003
11,90,0.00010000000000000003
11,100,0.00010000000000000003
11,110,0.00010000000000000003
11,120,0.00010000000000000003
11,130,0.00010000000000000003
11,140,0.00010000000000000003
11,150,0.00010000000000000003
11,160,0.00010000000000000003
11,170,0.00010000000000000003
11,180,0.00010000000000000003
11,190,0.00010000000000000003
11,200,0.00010000000000000003
11,210,0.00010000000000000003
11,220,0.00010000000000000003
11,230,0.00010000000000000003
11,240,0.00010000000000000003
11,250,0.00010000000000000003
11,260,0.00010000000000000003
11,270,0.00010000000000000003
11,280,0.00010000000000000003
11,290,0.00010000000000000003
11,300,0.00010000000000000003
12,10,0.00010000000000000003
12,20,0.00010000000000000003
12,30,0.00010000000000000003
12,40,0.00010000000000000003
12,50,0.00010000000000000003
12,60,0.00010000000000000003
12,70,0.00010000000000000003
12,80,0.10847160078936592
12,90,0.10847160078936592
12,100,0.10847160078936592
12,110,0.10847160078936592
12,120,0.10847160078936592
12,130,0.10847160078936592
12,140,0.10847160078936592
12,150,0.10847160078936592
12,160,0.10847160078936592
12,170,0.10847160078936592
12,180,0.10847160078936592
12,190,0.10847160078936592
12,200,0.10847160078936592
12,210,0.10847160078936592
12,220,0.10847160078936592
12,230,0.10847160078936592
12,240,0.10847160078936592
12,250,0.10847160078936592
12,260,0.10847160078936592
12,270,0.10847160078936592
12,280,0.10847160078936592
12,290,0.10847160078936592
12,300,0.10847160078936592
13,10,0.00010000000000000003
13,20,0.00010000000000000003
13,30,0.00010000000000000003
13,40,0.00010000000000000003
13,50,0.00010000000000000003
13,60,0.00010000000000000003
